episode,Multi-Agent_GAT_DT_50_agents_reward,Multi-Agent_GAT_DT_50_agents_path_length,Multi-Agent_GAT_DT_50_agents_jammed_steps,Multi-Agent_GAT_DT_50_agents_latency,GAT_Baseline_4_features_reward,GAT_Baseline_4_features_path_length,GAT_Baseline_4_features_jammed_steps,GAT_Baseline_4_features_latency
1892,1.505130069961127,2,0,0.42899868223193965,1.5797201791952669,2,0,0.5278976304485303
1893,1.533201833402015,3,0,0.8123548970870592,1.465740711763959,3,0,0.7623157631797455
1894,1.474577656111596,4,0,0.9605155075604204,1.258109850567141,2,0,0.5013709487160976
1895,0.26790470766453633,2,2,0.49940101344879706,-16.069317632593805,46,0,10.531677053305023
1896,-0.5379357000066953,4,2,1.0668975750437384,-25.54525793898089,57,2,13.072544945256684
1897,1.79199849485989,3,0,0.7326779069788221,-13.318135822848205,39,1,9.062726387412894
1898,-1.283067860301816,11,0,2.505585834600496,1.9603420538550154,4,0,0.8497647113481062
1899,-1.2549631499567933,8,0,1.9556919462059643,-24.267090332988392,81,0,17.926095736815086
1900,0.642345556800348,5,0,1.2492462374839328,1.431343002601356,3,0,0.7137353153143522
1901,0.7110861541313318,4,2,1.0221271643858036,-8.119777335326162,24,0,5.672509945158687
1902,1.745221051149744,4,0,1.0149162723443315,1.271816258205508,3,0,0.7805013184716161
1903,0.7562446440297349,3,1,0.6792279397283885,1.914852933113223,4,0,0.9248295943155642
1904,1.517174230530177,3,0,0.8236631428859907,-19.236592666626645,57,0,13.000850660845291
1905,-1.5630169576579729,10,2,2.628808766079844,-17.379545168478835,55,0,13.052094979839424
1906,2.042510086884794,4,0,0.9767593431040227,-6.365579028743458,25,0,6.057321458229131
1907,0.9377907284906026,3,1,0.6598945926786154,-2.4488682416003296,12,0,2.5417868950421836
1908,-0.22588862273123023,3,1,0.7917972184870081,1.8243216132176487,3,0,0.7321410715707701
1909,1.3689922389799722,3,0,0.6893570617069122,1.4887840612851853,3,0,0.7227163682418563
1910,1.01,1,0,0.2612395223704635,1.480922876777948,5,0,1.1684514024388448
1911,1.7057742972752323,3,0,0.7570341871606585,1.7696900074812205,3,0,0.7053525326632158
1912,0.8763279613077957,5,0,1.1869606769092176,1.705929365623704,4,0,0.9594582948260437
1913,1.01,1,0,0.2501540220054913,0.7592776771770571,4,0,0.8539988457667052
1914,1.006680417246367,1,0,0.24765813456067137,-0.610690954885811,4,2,0.9250142138947447
1915,0.7187113731184451,5,0,1.1360447228777508,1.7543211858051115,4,0,0.837813199383967
1916,-0.9067025224782392,10,0,2.6765835005450396,1.2102578710926741,3,0,0.6529021612068361
1917,1.479427166092569,3,0,0.7190757877749403,1.2740554959980614,3,0,0.7800041444098942
1918,1.469842394187414,3,0,0.6936696215494635,1.2249175630530038,5,1,1.1966237976392617
1919,1.31,1,0,0.261399108430341,1.6800152860456223,4,0,1.0027212080355294
1920,1.2174586563255612,2,0,0.4623755229332591,1.6570434047407294,4,0,0.8863768252631491
1921,-0.2701289329290817,6,0,1.4319633599373587,1.9831653473462687,6,0,1.4427684926521156
1922,1.4367922986855624,3,0,0.6736053083860292,0.7623039191300269,2,1,0.5019889812074777
1923,-0.8245974577914112,9,0,2.237970131377321,-10.575617800884574,38,0,8.799346218027498
1924,0.4247067866418463,3,2,0.7499474791492521,1.31,1,0,0.2666335090763702
1925,0.5151349039506341,5,0,1.2143589732670375,0.6923005849811116,3,1,0.7127542066727416
1926,0.7421516353111219,5,0,1.2608270374678991,1.226756693118161,2,0,0.48495569227249136
1927,0.9883726756222861,3,1,0.6954561508930683,-12.299221117323585,40,0,9.96540964973746
1928,0.51,1,1,0.23079362237186113,2.0205639847274126,5,0,1.3041540137350414
1929,1.0144372819594114,4,1,0.9603642158986077,0.441701854634048,3,2,0.7155395590683259
1930,1.480531626488736,3,0,0.6981765307920865,1.7273399924144468,4,0,0.962969190767416
1931,0.996754332371447,5,0,1.1536378174714264,0.8335997341422998,3,1,0.6631999795170374
1932,-0.1288323728868046,7,0,1.4899358343252895,1.2259426427029374,2,0,0.4623223944479639
1933,1.4869670613319688,3,0,0.7922869536603117,1.5174375671755673,3,0,0.7657015980575073
1934,0.4948935663746157,4,0,0.9887423437652629,-17.298799852041988,43,1,8.343473659224076
1935,0.7612512634960947,2,1,0.5040416460275534,-44.08070360401596,116,5,26.798748311772282
1936,1.2354928992867826,2,0,0.43506375637165895,0.919950451627165,1,0,0.24931692836812094
1937,1.466864068047672,2,0,0.48488123581942566,1.2334717700324136,2,0,0.47428035031276194
1938,-2.0105517557956585,9,0,2.2795517283201905,-14.79575124148351,46,2,12.07414654613355
1939,-1.7301580832210348,6,3,1.6148620528846882,1.4686774450816942,3,0,0.7320271643797752
1940,0.9202399434501374,3,1,0.6633911687158038,-35.63149528597513,76,0,20.560505712724716
1941,-0.4645111950714518,8,1,1.7299554984562977,1.671012279133295,3,0,0.7557049254894588
1942,0.8987681486122894,4,1,0.8845595141200533,2.083061035442993,5,0,1.2886552971776157
1943,-0.044271313642888055,3,3,0.7165907925254026,1.240890364270661,2,0,0.4923759691745135
1944,-0.5483369665702507,4,2,0.8204474388537348,1.768388568788025,4,0,0.9412596897247405
1945,1.1322440122243762,5,0,1.1819952766312272,-11.076615671110284,38,0,8.677855406040894
1946,0.33174502257657146,3,2,0.6883458755257682,1.01,1,0,0.26611016849442304
1947,-0.21703275067436167,7,0,1.7685382506734078,1.190026193692655,2,0,0.4356418934526246
1948,1.2598935517531074,2,0,0.5067383736308761,0.6338573041982671,4,2,0.9097208347673843
1949,1.20858795327625,6,0,1.3969472544960622,1.509245359807955,3,0,0.7493069263064883
1950,-1.4031774093475244,7,0,1.887460161344981,1.4910258020887937,3,0,0.7267992095634881
