episode,Multi-Agent_GCN_DT_50_agents_reward,Multi-Agent_GCN_DT_50_agents_path_length,Multi-Agent_GCN_DT_50_agents_jammed_steps,Multi-Agent_GCN_DT_50_agents_latency,GCN_Baseline_4_features_reward,GCN_Baseline_4_features_path_length,GCN_Baseline_4_features_jammed_steps,GCN_Baseline_4_features_latency
38,-103.00342660415049,256,0,60.10931624293374,1.4508979379208184,2,0,0.5122564050430984
39,-33.503213404485585,90,0,22.244912973234314,1.0023566244434003,1,0,0.2548644267969494
40,-10.684023400253844,27,6,6.507855437320409,-22.213281704038273,69,0,16.370843037232163
41,-2.491992308857693,12,0,2.9136238320328767,-0.22624441083829527,5,0,1.2698652867567481
42,-2.735920563488361,11,0,2.771461468449846,-1.3632745602957517,6,2,1.3785894247015358
43,-21.719557339889867,53,4,12.359476150619653,0.7809352787888845,6,0,1.3658762896178946
44,-79.36542593669503,166,25,39.484491962960796,-94.38506291931984,285,0,70.32395683119391
45,-265.1286217631276,500,141,116.74043322176482,-7.6673468202432185,22,2,5.15984695524355
46,-81.89899475596867,169,34,38.20218640033597,0.4344743458232355,7,1,1.5916105210067732
47,0.20520342355412335,8,0,1.816211311003463,-51.782790272163005,78,38,17.289924503092738
48,-20.105438202330195,57,0,13.244039136580382,-88.01123650960356,231,0,50.12934618989285
49,-25.783351374421283,71,0,16.701803980243994,1.6621590742781214,4,0,1.0084452277452738
50,-40.72476935335893,90,16,21.750292505863,0.3979008317327679,4,0,0.9331324017700322
51,1.5232555168027742,2,0,0.4916837736296368,1.8039235499763528,3,0,0.7339234331731626
52,-10.36012982422133,28,0,6.7337829423555045,-13.35890857508023,31,6,7.015238083325288
53,-41.71739016536231,102,0,24.291198502227868,1.2464509551879521,2,0,0.46214082452031474
54,-64.9240766161338,167,0,39.61838093717319,-3.707579354593184,15,1,3.914532911054582
55,-15.751291375135306,50,0,12.509035275552732,0.928427317560402,3,1,0.706629646387007
56,-17.967981906156105,49,0,12.140884284567768,-13.571558964571826,42,0,9.66159166087322
57,-0.011389557194692479,6,0,1.389879955657625,0.5427124863278576,4,0,1.0782904168275798
58,-4.106977514207052,12,0,2.891672717985004,-21.36983988485739,63,0,16.73730432064415
59,-151.79568085109588,297,80,70.3171663705244,0.9593020158200791,3,1,0.7163186850681607
60,-25.775715616548247,70,0,17.35385016246469,1.4709346074545615,3,0,0.7329743075201753
61,-25.39093712191956,47,18,10.824465652642472,-123.3967343646899,334,5,85.28628374895389
62,-4.6793210172515085,18,1,4.3395512607910725,0.8061429646235702,6,0,1.3669021186577759
63,1.2576041539989147,2,0,0.48891237996337367,-4.0001328112246535,17,0,3.8417742903841425
64,-14.155872003684596,35,2,8.45051244259171,-0.2613541924255356,3,1,0.7383012907477119
65,-26.184028849733657,68,0,16.36657941756872,-32.5946313153893,74,0,18.323527059588088
66,-6.801275085111264,30,0,7.460366146213923,-25.312947046236918,70,0,16.11091713980119
67,-48.964134289998036,124,0,29.40111954599395,-1.1142910994323207,8,0,1.7631442341425045
68,-204.98941002895015,500,0,125.08295812480695,1.31,1,0,0.24954590157313677
69,-3.0287212571321014,8,5,1.859700361513645,2.028525341361565,4,0,0.9760239283998906
70,-21.98835312525183,35,19,8.820039013852448,-10.106772861104654,33,0,7.590723729691166
71,-34.82901754167441,87,0,21.26087725529965,1.4781616384969318,4,0,1.0193617871111273
72,-34.938505885950136,93,0,22.271710757504653,-106.78913492321344,134,113,34.718781820501995
73,-7.934196055684536,24,0,5.896389394968334,-190.17994243328877,500,0,116.31268672942066
74,-20.93371943670473,42,9,10.119961359499378,1.5093113136058638,3,0,0.7468902894115362
75,-31.02820791560421,84,0,21.218872002571466,-58.914291513456824,143,0,33.54080371223667
76,-3.8855337882968746,11,1,2.6612335788152475,1.6444162182788298,4,0,0.9802923920643082
77,-8.16051726456635,28,3,6.634074475515922,1.1771021487087943,2,0,0.5008137353822698
78,0.8377144023691692,4,0,1.0834737446601626,1.2361162584988,6,1,1.3942337507690763
79,-49.99785181804317,86,31,21.155544459393816,-1.8013537583783827,6,3,1.4236107437700078
80,-9.781456047638443,29,0,6.667729349787724,1.2996794507435767,2,0,0.5365024025994225
81,-5.010633637540652,18,0,4.342772601138497,-154.9353847410915,395,1,90.88676561690426
82,-0.2130143536043143,8,0,1.9401358230455195,-179.88054720019784,295,134,71.50784577467202
83,-34.549705091137,79,8,19.1149072118578,1.4360513545782208,3,0,0.758020026243484
84,-5.533034957512035,17,4,3.9268533779443047,-32.45790560075768,71,0,16.229769697615147
85,-39.189639979487886,100,0,23.76109713287859,-109.44551369304288,292,0,71.09488632220186
86,-49.108526397392666,96,22,23.03632555969403,1.2502375804262398,2,0,0.5004185808552923
87,-17.839616545419155,38,9,9.041754808530957,-2.1387834711484484,14,0,3.7947486468082263
88,-6.957904029265082,20,0,4.939343195853264,1.2140691182928607,2,0,0.4338392568306642
89,-153.85021831440346,297,74,71.10703405790753,-42.046706956549116,111,21,25.57656118596059
90,-2.957478957314126,13,3,3.362685447932284,1.6511749854967284,4,0,0.9963312240383654
91,-7.784341035416908,28,0,6.797893457566668,0.718628608494786,5,0,1.151548317916391
92,-8.302841840474697,27,0,6.680394343812193,1.4470672017360506,3,0,0.7459727052450481
93,-20.357005522560925,62,0,14.98523629911888,1.0098740134592563,3,1,0.7515278422838856
94,-1.2343237631249162,8,0,1.952040483531511,1.4156234364457754,4,0,0.9462952616431891
95,0.4067976011313218,4,0,0.9153839519857644,0.9074909532536848,5,1,1.0909473390688023
96,1.2456154035968778,1,0,0.2242200097976218,0.9445448341084416,3,1,0.6798279212777836
97,-13.791023870258485,44,0,10.560757771268314,0.46096403452310375,4,0,0.962464219161539
98,-36.62909654678274,66,24,15.56620463689996,0.7244795219309951,5,0,1.1522643786973918
99,-38.77708452983594,101,0,24.675409486811912,-12.534571101954999,24,13,5.991733228529058
100,-30.113958046440914,78,0,17.56736228502811,-7.445457121680779,26,0,6.701132129774008
101,-37.114370238496875,98,0,23.72832827513117,1.6346907613813153,4,0,0.9051172848881595
102,-2.324019577074341,10,3,2.3408450819006132,-62.12837447347124,138,12,33.12307463614717
103,-2.963137674585262,12,0,3.032373713187312,1.2071473939819577,3,0,0.6971434811482695
104,-151.7322034410823,304,55,72.49556313484712,0.9382275551628467,4,1,0.9835481068324894
105,-6.580574775226545,24,0,5.857385478873323,1.6707636537396346,4,0,0.9063183906409924
106,-5.707073498040185,23,0,5.689596293311583,-19.70535277318013,47,1,11.888703038000408
107,-211.13751976417558,418,89,99.90101234066356,0.6280774295387076,6,0,1.4152307921470995
108,-1.7572871062772142,11,0,2.623710350646585,1.560091843578146,2,0,0.46442118090146345
109,-6.319138973603328,20,0,4.615553991209319,1.2166480013684207,2,0,0.395649423101491
110,-3.779915479449917,11,1,2.6509137236940337,-0.7541639035214953,6,3,1.4863838215922471
111,-2.0018356427132957,9,0,2.3566457606238957,1.4579690612243839,4,0,0.9402428916450705
112,-1.8958991425358025,10,0,2.442360585953935,1.733290672853544,3,0,0.7597729739343602
113,-2.637674009214935,14,0,3.3943772636577254,0.8992640069133802,3,1,0.6976199472414109
114,-0.7461500055016941,3,2,0.7636002192173453,1.4257324051149696,3,0,0.7548477481421352
115,-15.064827840305297,32,8,7.850597000235467,0.23686112395658876,3,0,0.6996254203531607
116,-50.92430665055872,135,0,32.94485112830573,1.5187885992612937,3,0,0.767985737894773
117,-4.854174498610303,15,1,3.6912612376506906,-290.293959962314,500,169,117.50670691690343
118,0.5163847547683419,2,1,0.46034157127446784,0.19996734643859837,5,1,1.1743998535051166
119,1.0150541565777564,5,0,1.200689932776365,1.7860780747267366,3,0,0.7311849063743812
120,-6.9351794940768094,16,5,3.820957719430677,-308.9762605657921,500,252,134.06117481475277
121,-43.40639122444771,128,0,31.10210929838087,0.51,1,1,0.2283560547162795
122,-14.101914708832753,32,3,7.837608247535332,-2.8178167591343573,17,0,4.0992499058274365
123,-17.13806172323571,44,7,10.470639180264692,-5.460828653814957,20,0,5.192738762913436
124,-28.736189786145427,68,10,15.992114325541133,1.477388312794682,3,0,0.7225127110229419
125,-55.820685761602476,142,0,32.9370336688316,1.4619418369977968,3,0,0.6921021867269836
126,-17.793049604934357,52,0,12.682277174718008,1.6303358572060942,4,0,0.8892274465872302
127,-3.7828697588983435,13,0,3.190688271200923,-7.270699435343859,29,0,6.3933084360118375
128,-6.980518574974469,24,0,6.01050487493431,1.2377362833956973,1,0,0.21910065278817295
129,-26.027122487533852,58,8,13.443836050613854,1.00060025799946,2,0,0.4719195445500153
130,-2.4108279865155593,11,1,2.638939104589346,1.4495512246030755,3,0,0.7154935817818135
131,1.5112124997176077,2,0,0.4929538903068328,1.514641778226906,2,0,0.4691518931939616
132,-14.348269426090331,43,0,10.117487138590727,-43.3859939104342,64,31,14.51528686213125
133,1.4041976353493042,3,0,0.6325227994403815,1.771173699652114,4,0,1.0138869597115439
134,-12.086817477775032,33,3,8.174876099017538,-16.545171116119747,48,0,10.748714285402594
135,-40.97045861149774,78,17,19.107322899959748,-34.410828861734956,85,0,20.29773794863741
136,-61.75385392971773,149,0,35.75163433720753,1.4832059652183756,3,0,0.7270527314967759
137,-1.825821062032212,10,0,2.2906240290649467,-5.933440581008499,22,0,6.100414470858472
138,-14.243719022410648,40,1,9.63703259649165,0.20200756253695118,5,1,1.1759429399734915
139,-10.753094601086302,21,10,4.802030658672777,-17.477750921718616,33,17,7.1142454837749955
140,0.6937339379955817,4,0,0.8492976224337201,1.0784413503489247,6,0,1.3733497025321335
141,0.051846741141786,7,0,1.7331414932082156,0.7682711850043046,2,1,0.5083601736764986
142,-7.035926832706732,15,8,3.8745017191052433,-18.33529880470083,55,1,13.003027659597636
143,1.01,1,0,0.25101949905077797,0.8422705658099131,5,0,1.1033199262263182
144,-8.432859863882419,28,0,6.527745780605349,1.464031220730882,3,0,0.703223197691289
145,-18.855337915392514,55,0,13.926341478069919,0.925831314411693,3,1,0.6326242026308524
146,0.8845927616714039,1,0,0.2320094560507489,-244.21243328941702,500,0,119.31660288966908
147,1.2710270707294853,1,0,0.19867464473560295,1.2273362462661495,2,0,0.4496226124729803
148,-34.51196908138523,87,0,21.544294758705107,1.0082480034651835,3,1,0.7269004885290737
149,-19.57539641238981,46,3,10.948049100406655,1.7333374525661855,3,0,0.7083983311302974
150,1.3050859001762156,1,0,0.22046306457825066,-28.151277765939394,68,10,17.451918443849316
151,-42.361488955360784,108,0,26.040679841504417,1.4459229057760665,3,0,0.6765238422789774
152,-3.1923433015730014,13,0,3.290495257274481,1.2631582016427,2,0,0.5130481282009886
153,-5.584687650781156,20,0,4.72511898215739,-14.710573661809871,46,0,10.823898869956748
154,-8.803612804247619,24,5,5.792390204820639,1.6487626719945674,3,0,0.7592198918089932
155,-4.973435451674044,14,5,3.3224456181707613,-8.532987676149132,19,8,5.245613610159492
156,-41.31031227283268,106,0,25.632008832013863,1.01,1,0,0.2191019671118176
157,-35.64323180949855,76,15,18.022150752562972,1.7890644639043134,3,0,0.7191076413077208
158,-45.21305034738111,124,0,30.90455440821645,1.01,1,0,0.2546301372326193
159,-2.6427648753932544,15,0,3.337949363153928,1.01,1,0,0.24832123188358704
160,-10.418195874704145,33,0,7.9642083648368756,1.7363624813591838,5,0,1.2379377825424662
161,-3.340396981008781,17,0,4.267577606591163,0.51,1,1,0.25856309477365685
162,-19.11977563052182,60,0,15.128071993581894,-326.7308921396189,500,260,114.47993435401699
163,-71.4626205015797,125,45,28.900868827326725,1.4457938740966896,3,0,0.6605557727523015
164,-0.9844327750255106,9,0,2.3410349788777007,1.2750188706526506,2,0,0.5306618387254407
165,-3.8173040765979263,13,0,3.0598952122910728,1.4488287215096904,3,0,0.6793600326486767
166,-32.87293467184503,71,15,17.292187198897633,1.8064450459307362,3,0,0.7540926807193331
167,-7.951279958807508,24,3,6.069554966440601,0.9650028148462609,4,1,0.8912260202881687
168,-0.48669615231226704,8,1,1.9423498843331588,1.2023188040565405,2,0,0.4456042207075315
169,-3.308353024131006,13,0,3.121885063518717,1.657034253316769,3,0,0.683135821147537
170,-28.13579785662745,63,13,14.9409180276094,1.228791807382895,2,0,0.45319367711419456
171,-11.027446414720911,35,0,8.742953871035695,-0.41501824254416564,5,2,1.321832415421835
172,-0.24504546545978734,10,0,2.2826532571029134,0.22675174963417233,3,0,0.7502512764158851
173,-6.659163067425084,16,5,3.934019215022144,0.2751755900722104,3,2,0.6780728582344496
174,-17.352024359215015,49,0,11.381215117572838,1.0029280264506626,1,0,0.2335689765725684
175,-11.887610184048624,34,0,8.65616047852729,0.9800520877000047,3,1,0.7827412500756552
176,-3.7352721941716114,14,0,3.2449859277144117,-0.08700182001215218,5,3,1.1734563324471476
177,-46.814685732480356,127,0,30.216546412958643,1.5333121817574304,2,0,0.4635734611714377
178,1.2329870592137793,2,0,0.4626825456022434,1.156511911250718,5,1,1.1358290749465139
179,1.2147175632440363,3,0,0.7137794151006456,-2.296163818253002,8,0,1.9774468312422937
180,1.276319165538729,3,0,0.7628781602334997,1.2841693711193851,2,0,0.49136699177018767
181,-7.59139798414365,19,3,4.4821529923059025,1.8208034728592433,3,0,0.7518070973781454
182,-194.2567636606389,500,0,120.08907804294647,1.1162595822939452,1,0,0.21710810977911163
183,-46.301741545456615,88,22,21.194916884970983,1.4458760331111251,3,0,0.7089290593143032
184,-13.607189931513425,36,8,8.568423685338697,1.2116996733367253,2,0,0.43951890919781755
185,-41.99315721744493,117,0,28.19700518366538,-3.1618003803229486,14,0,3.8422648118884988
186,1.01,1,0,0.26433003448429354,1.5449906331360748,2,0,0.4773103809951955
187,-2.81676878188416,13,0,3.0628600667648143,-71.82697343757604,224,0,53.09463871195271
188,-28.921213136127687,79,0,19.302083996062514,0.7040412406568521,6,0,1.4864974258385488
189,-1.8808618409463895,11,0,2.481988467809936,-82.62941092351375,215,0,49.287448264953625
190,-52.354202313888166,109,21,26.41488764525822,0.5152094073032902,3,2,0.7978899457463983
191,-6.3974468325025935,22,0,5.475010510188071,-11.522663434080304,36,0,8.545744018469161
192,-28.20885396660932,67,10,15.689966267712094,1.6898430268254687,3,0,0.6842380615877603
193,-3.8329629866362867,13,0,3.092989332014532,0.5387762048421676,4,0,1.0263330376932478
194,-3.482943705627715,16,0,3.7626900399372856,-23.58580383324736,53,2,12.475770058397636
195,-37.479910211239066,83,15,20.217689104807043,-1.225423141788504,8,2,1.9498271147169315
196,-3.362334545988382,15,0,3.6554758816114195,0.25867565443936136,2,2,0.5019283139442903
197,-6.887849316657958,23,0,5.773919768765089,-19.33586161802403,58,0,12.4131127044573
198,-16.033009524937995,36,6,8.81480699157531,1.800943115871203,3,0,0.7380924564681868
199,-26.48841395950901,48,20,11.452144976435596,-0.1911313456161018,4,1,0.9425601223708682
200,1.4592309226103324,3,0,0.7152906978788979,-20.307608264555906,58,0,13.30502272101256
201,-6.369551257548363,15,6,3.729615235354961,-0.09421667913899467,5,3,1.0560906085457857
202,-6.22785592517121,20,0,4.614392685364646,1.1728749367447402,1,0,0.2410276811834834
203,0.23248473149048599,3,0,0.6727272482618059,-19.26260236221229,43,0,10.756219840706928
204,-8.555426852915886,23,0,5.51408856401835,0.9208463965420491,7,0,1.9039001708366567
205,-1.938859977174867,11,2,2.5363458657763687,-7.55186380312802,25,0,5.695471233233275
206,-25.9994092222872,68,0,15.451273971617562,-0.26733806657440295,3,1,0.678241481155211
207,-0.7383889289193579,9,0,2.3317020832179547,0.40614935700998267,4,0,0.8365795375673566
208,-24.381974073533208,64,0,16.026645461892308,1.517779761496378,3,0,0.7784324406778858
209,-9.323793708816204,29,2,6.856693671753408,1.7452578532896315,3,0,0.738765026900835
210,-50.87825903186395,128,0,30.159068918715683,0.76795067345782,5,0,1.148416056301451
211,-5.883813260976306,19,2,4.528291184609721,1.407540032747683,3,0,0.6918339213082544
212,-0.3287398829356638,5,0,1.1564590661650618,1.013673560148129,6,1,1.4666692114747908
213,0.7518001750658656,5,0,1.2159534614775822,1.6554461738169222,4,0,0.9152390426945054
214,-35.70036359369269,89,0,22.048618840250555,1.5126889853343575,2,0,0.4654193935400806
215,0.4565763835337563,4,0,0.8893637117450303,0.3917144940245135,3,2,0.6560501910120101
216,-3.3417584435962544,10,3,2.296271166119773,-9.148624248395759,19,9,4.657428403158618
217,-29.01731903557735,70,0,16.287922935017484,1.01,1,0,0.22752403027284027
218,-7.415736907175429,21,3,5.195526911493555,1.234137892486431,3,0,0.7523611276282632
219,1.2692107124216692,2,0,0.5110442000505498,1.704925430690468,3,0,0.6773162881850532
220,-23.72568828065238,67,0,15.667246770431499,-1.252474980935183,7,0,1.644919306276436
221,-10.793638124303937,34,0,8.084910001633975,1.2588332149360721,2,0,0.47980669835857115
222,-62.07778501875303,154,0,37.68431376556622,1.2529817913753907,2,0,0.4992583374009604
223,-20.229143663076883,59,0,14.826898641430919,1.7682588827105463,6,0,1.4762799516386287
224,-12.516882820310334,38,0,9.181217416596132,0.7937395439014671,4,0,0.9895067639798545
225,-11.415935896044115,30,3,7.10623292979646,1.2152959509157641,3,0,0.7749186264042183
226,-19.586317826514243,57,0,13.676318577687617,1.2856774402350286,2,0,0.534719822087548
227,-5.37053300181933,19,0,4.401171248263078,1.4964332611857731,3,0,0.733042857466365
228,-18.234806364822962,50,0,11.425055254192221,-60.52435385174911,96,43,21.03817549852461
229,-71.44099919184791,119,49,28.21553335642209,0.9670465958012725,3,1,0.6797095902842702
230,-17.74600458839511,49,0,11.730531500694003,-11.126836828098051,34,0,8.346452937043408
231,-6.962805346051546,20,0,4.771042637968754,-189.99478765124545,500,1,115.00198824500379
232,-16.942530108812072,42,5,9.653496918689552,1.7460677926675818,3,0,0.6479162930757858
233,-12.355007101365448,37,5,9.248505516909669,-9.939430366932742,20,9,5.127844966071902
234,-35.32877720114263,77,15,19.642538517284592,1.576307288124028,2,0,0.5264535286501587
235,-66.91076160355726,173,0,41.58158107395749,1.3870263347235905,4,0,0.962493099402307
236,-32.910815102039585,78,8,18.384732245702526,1.2030184055866622,2,0,0.46002297536483994
237,-4.169072175514673,17,0,4.034794363172769,1.207633955655335,2,0,0.4651218158228865
238,-5.685239095172155,19,2,4.576009780082949,1.2317995811870686,2,0,0.44193376116526717
239,0.6717932317197218,4,0,0.8793067192227265,1.737980676852373,4,0,0.977748245564878
240,-3.341019785567513,16,0,3.4322399124924043,-0.27939268763133396,6,0,1.455287001177842
241,-21.982487385702978,55,11,13.313503357204636,-3.430638860779305,14,0,3.4485724411085217
242,0.40459897465888583,3,0,0.703102626024815,0.9932723304104789,4,1,1.0018290385526687
243,-2.0249273116314805,9,0,2.1946234799344215,1.01,1,0,0.24000376965094505
244,1.4681820726249328,3,0,0.7319839020480103,0.9970370660223767,3,1,0.7238509125605521
245,-28.880906327270743,82,0,20.477343587594564,1.9170423741891027,6,0,1.4391504589939506
246,-1.3364745674196075,8,0,2.043709344236021,1.1515563934555173,2,0,0.46686489879031207
247,-12.62768646812487,34,0,8.53711368844424,1.1588647839860429,2,0,0.47393124545564713
248,0.725014197389622,4,0,0.9534969616748328,1.5165108989529172,3,0,0.7481551311752073
249,-2.0668912324647923,6,1,1.507043347240103,1.1618267603279757,2,0,0.4811579106752705
250,-7.6509026174429895,26,0,5.8704772863914005,0.2593319107267746,2,2,0.5122517598590715
251,-10.038842278043633,28,4,6.42068820333159,-0.517596644230605,5,0,1.1774752110269953
252,-14.933138803877624,43,0,10.414745727990024,1.5121172579573496,4,0,1.044806116908199
253,-4.946954983017812,16,1,3.7817171222101083,1.9463015709294749,4,0,0.8966014471910035
254,-15.315019809515539,40,0,9.512931816110402,-39.4956097605689,59,29,13.542071634427462
255,-10.525091475650505,28,0,6.811701209230505,0.4452485166601574,4,0,1.0172720737888898
256,-22.399239826340946,48,9,11.610736084254375,0.6219015333693434,2,1,0.4773490448684515
257,-5.943269228736982,15,0,3.360326514099412,1.01,1,0,0.24860134755472527
258,-5.762447033810213,16,3,3.8663020562441273,0.7222495478530883,4,2,0.9413023347173921
259,-135.86005290015066,286,48,68.10146451278995,1.2795560018970882,2,0,0.5466675841725546
260,1.7739727620704056,4,0,1.089774692532913,-5.222008633493527,21,0,4.889316206231569
261,0.49442210102697437,4,0,0.9553576969576647,1.710678601904686,5,0,1.1772680737573202
262,0.11608714048617297,7,0,1.6162567803500112,-22.299334578870607,58,0,15.294565936801309
263,-11.827119591345816,34,0,8.116174729123845,-16.594713002440127,49,1,12.158886348209695
264,-9.732630874853653,30,0,7.393160931297071,1.5179741855607032,2,0,0.4412454776579484
265,-22.289958371824753,54,9,12.637584053754043,0.5265822337943533,4,0,0.9914759645006828
266,-23.009963912875875,53,6,12.01027325126197,1.4511656590934918,3,0,0.6907742471028352
267,0.8829861295498593,3,1,0.7318339139329052,1.5447160269123963,3,0,0.6716631340981779
268,-15.561605726834634,34,7,8.596227521428842,1.8979761368696235,6,0,1.4065303341732962
269,-18.632884063639054,50,0,12.240856721782869,1.4558745713109973,3,0,0.7443771482576418
270,1.2400522067617943,2,0,0.4491888068983626,-2.827191059364168,8,7,1.7086545014111147
271,-1.577769858162196,11,0,2.720511590361029,-0.08343668366261248,4,1,0.8739137785067724
272,-9.701293550271203,28,3,6.471441935841825,-27.805121925405945,40,26,9.719780916933537
273,-8.732690058744643,13,10,2.799660915273349,1.4825651961114483,3,0,0.7419244177162732
274,-22.564841974226756,55,10,13.085642221599263,1.7236510561118519,5,0,1.099053144761304
275,-10.915932941614537,24,5,5.921820425900113,-192.2664343776814,500,0,113.72283268759286
276,1.01,1,0,0.2319463236679601,1.2264784988207145,2,0,0.5316079471148358
277,-4.4401505526712555,17,0,3.8959535124271065,1.4494269743906092,3,0,0.6967153571547834
278,-27.95068889478373,59,13,14.10137910295979,1.032006124672045,4,1,0.9409925404060318
279,-3.2656000756394246,17,0,4.221333808436791,1.193707736195615,2,0,0.5256040637752262
280,-12.121279828901203,37,0,8.99670426683428,1.002534592516918,3,1,0.7768389548824628
281,-10.659430230731285,26,5,6.312665981605189,-185.81575007037424,500,0,128.3472381051505
282,-1.906417419424463,9,0,2.137416258504144,-7.016637350885125,25,0,6.102580566251758
283,0.7144064440108161,6,0,1.458829347401554,-193.1592844897993,500,0,118.58632849047987
284,-2.6750249028342674,13,0,3.1806133759746205,0.7890750125144478,5,0,1.1983173883901537
285,-14.906586832632684,41,0,9.939863169930597,-0.25803014219592635,3,1,0.7746656226268923
286,-20.543157994629443,59,0,14.353340002777529,0.27678656364000354,3,0,0.7217955290507893
287,-11.585679013130427,26,10,6.27016337025245,1.6749890222283272,4,0,0.910807224262774
288,-62.24029707516159,108,33,25.537570578178684,-29.984489876467702,75,0,16.96453260753055
289,-10.92452111426071,35,0,8.583485134452506,1.209298180522506,2,0,0.41488472962558276
290,-6.491287938034023,20,0,5.095226273749539,-87.42029114073566,146,68,34.03906824448526
291,-0.8591293112989666,9,0,2.1396085221047922,1.2876286431634243,3,0,0.6311089704738011
292,-3.6704431363679544,13,2,3.4602088946954743,0.422211610444717,4,0,0.9100888388440428
293,-7.6185111443985,24,0,6.330930427897286,0.3856908542494498,4,0,0.8584215584641934
294,-21.45976959216468,44,11,10.315731345368524,1.5594993262894998,4,0,1.0692881474089535
295,-30.404046471473585,64,14,15.211498566338916,1.7516945414231981,5,0,1.166869309320178
296,-31.750576062108927,85,0,20.427382299754726,1.31,1,0,0.26383611211077257
297,-11.419305257876653,30,5,7.139861412671307,0.728766536827815,2,1,0.48624650477268233
298,-1.3786409395775325,12,0,2.8599125913204655,0.2658026508711921,2,2,0.5479076612432747
299,-18.644741349176265,38,10,8.725082883213314,1.7472524435813153,3,0,0.7290101177434237
300,-7.561581061198256,27,0,6.8046778109653925,1.31,1,0,0.2569220153607402
301,-7.878988219004734,26,0,6.4261987693485665,1.3214168811524916,5,1,1.1747904098008408
302,-22.60034449751218,64,0,15.17426886153598,1.432368794524094,3,0,0.6289140678947133
303,-80.91631726971647,165,29,39.47214204681797,1.4818790602089253,3,0,0.7158185088501499
304,-1.842678241832292,12,0,2.879767475892652,-12.727790120178529,33,0,7.606153356188772
305,-4.314699319471249,14,4,3.345974479989546,-0.4739772593959388,6,0,1.5218016290656884
