episode,episode_reward,path_length,jammed_steps,total_latency,avg_bandwidth,avg_pdr
446,-20.6359132283548,50,0,11.824102327005207,1.0,1.0
447,-148.12152160441087,500,0,108.99766070246042,1.0,1.0
448,0.37484503752664666,3,2,0.7103701536193776,1.0,1.0
449,0.238308909253359,3,0,0.7242806028907625,1.0,1.0
450,-22.61143438174054,56,0,12.756628331608253,1.0,1.0
451,-17.204971214337526,49,2,11.967508063166965,1.0,1.0
452,-13.612266922321433,44,0,9.288112283478636,1.0,1.0
453,0.9859644915354768,3,1,0.7406164234776758,1.0,1.0
454,-192.62958456525567,500,0,116.10355557076835,1.0,1.0
455,-14.578742270970709,44,0,11.272038352420733,1.0,1.0
456,0.7083951083254247,6,0,1.4028753286153661,1.0,1.0
457,0.44135860870804555,4,0,0.964885551586838,1.0,1.0
458,0.9513698757618202,3,1,0.7293024480161756,1.0,1.0
459,1.2232131026923654,3,0,0.6726263747703162,1.0,1.0
460,1.4943274086874048,3,0,0.7404279264362773,1.0,1.0
461,1.50493088485258,4,0,0.9741922741782834,1.0,1.0
462,0.7895503544774948,1,0,0.20611424097537398,1.0,1.0
463,1.01,1,0,0.24854063243087926,1.0,1.0
464,1.4848289005414659,4,0,1.005944190862642,1.0,1.0
465,-10.107715920020869,32,0,6.919858899099112,1.0,1.0
466,0.694767246140674,6,0,1.4183902843222251,1.0,1.0
467,0.4420637897526336,3,2,0.7361539792304563,1.0,1.0
468,-178.29723119319777,500,0,112.51004438657093,1.0,1.0
469,1.7120646820493566,3,0,0.6289389339012514,1.0,1.0
470,0.5026428720151801,4,0,1.042253554767949,1.0,1.0
471,-187.52393290919176,500,0,115.72981669677424,1.0,1.0
472,1.9693957047920767,4,0,0.9867292546507267,1.0,1.0
473,-33.675945462117014,48,36,11.122168566386305,1.0,1.0
474,1.7852069535023505,4,0,0.8897467946138301,1.0,1.0
475,1.605553499680189,4,0,1.0296646052405145,1.0,1.0
476,-194.81151008742037,500,0,109.51235816393941,1.0,1.0
477,1.1876805534433719,5,1,1.245082415391679,1.0,1.0
478,0.9508297777130655,3,1,0.6978953405682937,1.0,1.0
479,-38.34040923663189,60,31,13.115908355011438,1.0,1.0
480,0.4301808136910321,3,0,0.7092274122199698,1.0,1.0
481,1.8259596388552803,5,0,1.2107639392961769,1.0,1.0
482,-11.96305214664807,38,0,9.105968766730827,1.0,1.0
483,-120.23070588732257,305,0,62.29289550948471,1.0,1.0
484,0.7483101844634498,4,0,0.8870137761371681,1.0,1.0
485,-8.756015894866572,24,0,5.357560424925739,1.0,1.0
486,1.01,1,0,0.2550975804195919,1.0,1.0
487,-0.32186675709354606,6,0,1.4205236939056343,1.0,1.0
488,-179.94567418711065,500,0,98.45828098277697,1.0,1.0
489,-28.10140861858721,82,0,21.411032298453172,1.0,1.0
490,0.26736664733988424,3,0,0.7342834409935586,1.0,1.0
491,1.2248168279739537,2,0,0.46256346355755074,1.0,1.0
492,0.7614054941024481,2,1,0.4986910492425645,1.0,1.0
493,1.7710671586771485,5,0,1.192711046928958,1.0,1.0
494,-0.5657371333176512,5,0,1.269144862265266,1.0,1.0
495,1.511562808073349,2,0,0.4224605741479076,1.0,1.0
496,-29.12988320453648,87,0,21.714002169198377,1.0,1.0
497,0.7342320172327057,4,0,0.9459743320345075,1.0,1.0
498,-14.423548176515375,45,0,11.031505320742184,1.0,1.0
499,1.7179494338170087,3,0,0.7703854490415496,1.0,1.0
500,-189.35045186319422,500,1,113.77175448065478,1.0,1.0
501,0.7527961071226795,2,1,0.49432341820426506,1.0,1.0
502,1.553049444732482,2,0,0.474930003691034,1.0,1.0
503,-185.18984270344095,500,0,125.69301035019143,1.0,1.0
504,-188.50157214195687,500,0,125.3061761503124,1.0,1.0
505,-23.211888281334776,45,17,10.67723231759794,1.0,1.0
506,1.4676774422304624,3,0,0.6854011031341697,1.0,1.0
507,1.01,1,0,0.2468653531970394,1.0,1.0
508,-190.53216338323935,381,97,92.06456629134311,1.0,1.0
509,-10.946951985458007,35,0,7.9011921225558925,1.0,1.0
510,1.499517589117801,3,0,0.741799147413002,1.0,1.0
511,0.6985721621667085,5,0,1.1978729002570898,1.0,1.0
512,-193.98491439936421,500,0,112.20656107253164,1.0,1.0
513,0.3089395126357867,5,1,1.271562934220548,1.0,1.0
514,1.01,1,0,0.26508058030508,1.0,1.0
515,1.5892215928097322,2,0,0.5457943405375094,1.0,1.0
516,-4.6100123579124705,21,0,4.552985521625795,1.0,1.0
517,-18.00418409194382,28,13,6.603859430273726,1.0,1.0
518,1.5101754878697076,3,0,0.7419279161557778,1.0,1.0
519,1.497543739400321,2,0,0.4720173407770293,1.0,1.0
520,0.7512955613528258,2,1,0.5027710792512069,1.0,1.0
521,-26.401649791086935,32,31,6.741997551784466,1.0,1.0
522,0.2033491206099748,5,1,1.2033685443978488,1.0,1.0
523,-15.400123810457869,47,0,10.997952480637071,1.0,1.0
524,0.037132787442428095,6,0,1.351718591799912,1.0,1.0
525,1.6027405210355077,5,0,1.18536902508308,1.0,1.0
526,0.729936424551522,5,0,1.2491571731936715,1.0,1.0
527,0.9994046551827845,4,1,0.9852247717453371,1.0,1.0
528,0.04248545211096988,4,1,1.0976478566563828,1.0,1.0
529,0.9958874484347578,5,0,1.1739467960075973,1.0,1.0
530,1.4609345027848761,4,0,0.8922480417925953,1.0,1.0
531,0.43154918773929973,4,0,0.936787193890434,1.0,1.0
532,-7.122337260900101,24,0,5.923847494437136,1.0,1.0
533,0.6186641393060587,5,0,1.1544604375977352,1.0,1.0
534,1.2559312709566992,3,0,0.7600422810865062,1.0,1.0
535,1.2405538766574657,2,0,0.48046531176820567,1.0,1.0
536,-14.16256777507396,41,0,9.960776922807508,1.0,1.0
537,0.7136816839475244,5,2,1.2283329758075605,1.0,1.0
538,0.3794458557875202,3,0,0.7250722504814384,1.0,1.0
539,-5.855342149634634,20,3,4.730470130592492,1.0,1.0
540,-260.0231006079956,500,131,118.76871741580977,1.0,1.0
541,-39.19310132236403,108,1,24.150022866122566,1.0,1.0
542,1.0248491110661597,5,0,1.1678243307270624,1.0,1.0
543,-195.4146097820872,500,0,117.93378958013787,1.0,1.0
544,0.7205607989001912,5,0,1.2112104435431303,1.0,1.0
545,1.4395653599232263,2,0,0.4609228844607663,1.0,1.0
546,-22.83921900157769,55,1,14.106031629146026,1.0,1.0
547,1.4874844503717302,3,0,0.6856110849802517,1.0,1.0
548,-13.254906759917402,44,0,9.840356333436379,1.0,1.0
549,-0.8117082676765031,6,1,1.501811305240672,1.0,1.0
550,-0.17471906831451478,7,0,1.7610201168485455,1.0,1.0
551,-187.5088725774461,500,0,124.98225484510773,1.0,1.0
552,1.7682916287786608,3,0,0.6909318846601865,1.0,1.0
553,0.6852444208800407,7,0,1.7229154822451946,1.0,1.0
554,1.5176300548013073,3,0,0.7682545700120486,1.0,1.0
555,1.9656838840615332,4,0,0.8864673893254754,1.0,1.0
556,-19.817706067353786,61,0,14.375135114917724,1.0,1.0
557,0.9246957122217732,4,1,0.8923658899180789,1.0,1.0
558,-19.438729795409994,38,14,9.19889094029424,1.0,1.0
559,1.240075572480645,2,0,0.49773764891364364,1.0,1.0
560,1.043703429205265,6,0,1.5340441675712237,1.0,1.0
561,1.4316661911457116,3,0,0.7621649818544765,1.0,1.0
562,1.496337367906476,3,0,0.7477822211825876,1.0,1.0
563,1.01,1,0,0.23456934907125865,1.0,1.0
564,1.4504798974857973,3,0,0.6762494427571866,1.0,1.0
565,-155.43583854807179,300,41,70.34990855809319,1.0,1.0
566,1.2688605656423375,2,0,0.5022262544714345,1.0,1.0
567,-5.093756908699762,18,0,4.4605622304562536,1.0,1.0
568,0.4817166976743382,4,0,1.0260884440314442,1.0,1.0
569,1.5158163610956472,3,0,0.8003807119737503,1.0,1.0
570,1.493007943259618,4,0,0.8950101645879723,1.0,1.0
571,0.43855298694194655,3,2,0.6933748985896225,1.0,1.0
572,0.9855851804382847,3,1,0.7259035826828644,1.0,1.0
573,-7.1641641816667185,23,0,4.962731998844642,1.0,1.0
574,0.7591115820426875,2,1,0.49615274343755955,1.0,1.0
575,-4.935629446206288,16,0,3.705843348540034,1.0,1.0
576,0.047970720823909185,5,1,1.2519257750331525,1.0,1.0
577,1.480268420563768,3,0,0.7433475266009283,1.0,1.0
578,0.7707284572200355,2,1,0.5248467503181333,1.0,1.0
579,1.2276668792516494,4,1,0.9777893384633753,1.0,1.0
580,-6.015718188632016,25,0,5.444068529347183,1.0,1.0
581,-7.513543541080368,27,0,6.741736401495837,1.0,1.0
582,-42.73376413096617,52,51,13.61059920085733,1.0,1.0
583,1.01,1,0,0.24736176809175742,1.0,1.0
584,-7.684076308270813,27,0,6.84221238895152,1.0,1.0
585,-189.03542584099185,500,0,120.09998355342603,1.0,1.0
586,1.1869710509463516,2,0,0.4541408404559174,1.0,1.0
587,1.5021764847955799,3,0,0.7360935830701358,1.0,1.0
588,1.7185427452149513,3,0,0.696614673104974,1.0,1.0
589,1.4823753350798257,3,0,0.7156370317820419,1.0,1.0
590,1.0110978564893158,4,1,0.8792943787831877,1.0,1.0
591,0.7036322607620467,5,0,1.137244957183071,1.0,1.0
592,0.48584067262976616,4,0,1.0026345936340257,1.0,1.0
593,0.9657993678756231,3,1,0.71637736341601,1.0,1.0
594,1.557672860575378,4,0,1.0874850108242815,1.0,1.0
595,1.6831479535967562,5,0,1.1661873336674549,1.0,1.0
596,0.7085774727802868,2,1,0.47980558624869907,1.0,1.0
597,-12.017424585783228,37,0,7.862570683746411,1.0,1.0
598,-0.5730759005929293,10,0,2.465539278076665,1.0,1.0
599,1.565259346560366,4,0,1.0572864263141055,1.0,1.0
600,1.5190404659113956,3,0,0.6927876206188425,1.0,1.0
601,1.7234584743555323,4,0,0.9776041781954381,1.0,1.0
602,1.1588686334965037,2,0,0.38923235989912364,1.0,1.0
603,-191.61705911423277,500,0,129.79118221803932,1.0,1.0
604,-4.43557196226746,25,0,5.310521454872496,1.0,1.0
605,-195.27888464701883,500,0,113.60557408473926,1.0,1.0
606,1.01,1,0,0.24544430357435876,1.0,1.0
607,1.257468223402165,2,0,0.4717765410589315,1.0,1.0
608,1.549200257972602,2,0,0.4698050321143801,1.0,1.0
609,0.9648636549266247,1,0,0.18278623254303877,1.0,1.0
610,-65.58225826807639,158,17,38.63527875033571,1.0,1.0
611,0.9718920601112135,5,0,1.0891689008728234,1.0,1.0
612,-6.5158058965004475,26,0,5.910472419151254,1.0,1.0
613,1.0005834620886593,3,1,0.7589800436669103,1.0,1.0
614,1.1857948519411032,2,0,0.4409572194418077,1.0,1.0
615,-191.68191273056482,500,0,111.93765047658444,1.0,1.0
616,1.7356759303906468,3,0,0.7137069289745542,1.0,1.0
617,0.10622778929334242,5,1,1.1438721382571586,1.0,1.0
618,-185.9326610396946,500,0,128.1521114362329,1.0,1.0
619,-22.603910339549245,53,0,13.134490109511146,1.0,1.0
620,0.4468877523373592,4,0,0.893984972599965,1.0,1.0
621,1.150408370855636,3,0,0.6734324041423847,1.0,1.0
622,1.4501486948318414,3,0,0.6968352465801795,1.0,1.0
623,-28.187031369943817,81,0,19.338681063615255,1.0,1.0
624,-32.797769571395136,92,0,20.67792518520338,1.0,1.0
625,-28.2950190284047,77,0,20.625052995921056,1.0,1.0
626,1.4870154186506996,3,0,0.7161160430262348,1.0,1.0
627,1.4605726028658874,3,0,0.7156460501392242,1.0,1.0
628,1.4188816746330353,3,0,0.6369647891736823,1.0,1.0
629,1.01,1,0,0.2362681791582303,1.0,1.0
630,1.9329468451656804,4,0,0.898178257982727,1.0,1.0
631,1.147914243906088,2,0,0.46889370506413414,1.0,1.0
632,1.2886905822637225,3,0,0.6934497059573534,1.0,1.0
633,0.3199580784970284,6,1,1.389007665300974,1.0,1.0
634,1.492662777836851,4,0,0.965338013396065,1.0,1.0
635,-17.352741734712495,35,9,7.35762982081034,1.0,1.0
636,-7.236230488545978,25,0,5.359233259177254,1.0,1.0
637,1.31,1,0,0.24139900634476472,1.0,1.0
638,0.9660250301708715,3,1,0.6612028954740254,1.0,1.0
639,1.2484239433310493,2,0,0.47250304232704327,1.0,1.0
640,1.2365280273429293,2,0,0.45945890325516936,1.0,1.0
641,1.6454408624547678,4,0,0.8941717774467454,1.0,1.0
642,1.498281739774221,3,0,0.7722307296774064,1.0,1.0
643,1.1237482865439627,4,1,0.9281633485536979,1.0,1.0
644,-194.75470220485883,500,0,123.7055870098252,1.0,1.0
645,0.4953614952466733,4,0,0.9625935525582792,1.0,1.0
646,1.3999601449423138,3,0,0.651236099501532,1.0,1.0
647,0.9995970065506226,4,1,1.0224920085400895,1.0,1.0
648,1.1668919415774868,2,0,0.4780909055821049,1.0,1.0
649,-0.20800250732524117,4,1,0.9990473751099802,1.0,1.0
650,0.9519786230479333,1,0,0.22362445297265934,1.0,1.0
651,0.505041075061351,4,0,0.9871844289931859,1.0,1.0
652,-10.267150158532935,41,0,9.464043908356272,1.0,1.0
653,1.7186646905119263,4,0,0.981715468119889,1.0,1.0
654,1.665658267662114,3,0,0.6688463229175343,1.0,1.0
655,1.3127104244153485,3,0,0.6915074346792752,1.0,1.0
656,0.5393763900164216,3,0,0.6630226865742694,1.0,1.0
657,1.6175197805659534,4,0,0.9852480673406816,1.0,1.0
658,-188.13481516475824,500,1,123.26485724096099,1.0,1.0
659,1.2885276237917809,1,0,0.21484545167816105,1.0,1.0
660,0.9661218000158106,3,1,0.7223318192034602,1.0,1.0
661,0.9348022305425326,3,1,0.6967301470460665,1.0,1.0
662,-17.94540427907135,47,0,9.769916008328286,1.0,1.0
663,-14.492536303815486,35,1,7.559120068257538,1.0,1.0
664,-198.90565662813552,500,0,108.30455777326482,1.0,1.0
665,0.6483659554621957,6,0,1.445324945132155,1.0,1.0
666,0.6815614236399391,5,0,1.0935929226272632,1.0,1.0
667,1.4672695203042383,3,0,0.7306764492699341,1.0,1.0
668,1.3608707324528022,4,0,0.9073763907216799,1.0,1.0
669,1.4520763523078644,3,0,0.6896918537434648,1.0,1.0
670,-14.558821058709473,40,0,9.272786148230923,1.0,1.0
671,1.7081322883240233,5,0,1.0893581847705616,1.0,1.0
672,-196.619578702481,500,0,105.77714507815938,1.0,1.0
673,0.7524586736779716,4,0,0.8591079710972723,1.0,1.0
674,0.45056238272643834,3,2,0.6745280532315845,1.0,1.0
675,1.2630991261718547,2,0,0.4984202715962567,1.0,1.0
676,-1.1154350717745647,8,0,1.8816626271686425,1.0,1.0
677,-172.97177641710084,500,0,108.9936568321427,1.0,1.0
678,-0.24673548821447677,6,0,1.49911818399523,1.0,1.0
679,1.2552484320428465,2,0,0.49899376360377234,1.0,1.0
680,1.2581332422590867,2,0,0.49610288516038425,1.0,1.0
681,1.4711969751789993,2,0,0.4437216049840783,1.0,1.0
682,1.520137647636378,3,0,0.7568247928733524,1.0,1.0
683,1.4092162422269976,3,0,0.6996063743790074,1.0,1.0
684,1.01,1,0,0.24848748996047723,1.0,1.0
685,1.01,1,0,0.2659450705223025,1.0,1.0
686,1.1956050723576157,5,1,1.1246606811490416,1.0,1.0
687,-189.00982079012928,500,0,119.54875714710579,1.0,1.0
688,1.2601878295692337,2,0,0.5264748143584695,1.0,1.0
689,-201.05737856490663,500,18,112.94784413523213,1.0,1.0
690,0.45742091833700427,3,2,0.7133528336102557,1.0,1.0
691,2.0915148523524785,5,0,1.154359113332451,1.0,1.0
692,-30.006752155035898,89,0,20.366636212856726,1.0,1.0
693,-137.8255692825474,217,109,59.946060258933045,1.0,1.0
694,-186.6564102362409,500,0,126.69512837364132,1.0,1.0
695,1.5326815827830065,2,0,0.5396657125704105,1.0,1.0
696,1.2249648733876075,2,0,0.4616427696401135,1.0,1.0
697,-33.41628826287554,82,0,18.269814698322822,1.0,1.0
698,0.6274701463400354,4,0,0.9796388244316994,1.0,1.0
699,1.7138203937325107,4,0,0.9907743723867363,1.0,1.0
700,1.01,1,0,0.27627883461757363,1.0,1.0
701,1.9682872207624027,5,0,1.261123522074417,1.0,1.0
702,-16.44956754531245,50,0,12.358008355541353,1.0,1.0
703,1.6503132358220565,4,0,0.9328177530720219,1.0,1.0
704,-22.2022443600773,65,0,16.863710011759274,1.0,1.0
705,-5.201159602295929,19,0,4.342373424177762,1.0,1.0
706,-17.36317309314567,49,1,11.010565920314487,1.0,1.0
707,-0.5276204393021717,5,0,1.1992234362073095,1.0,1.0
708,-1.803217143474575,6,3,1.4244454451633282,1.0,1.0
709,1.2272987885240272,2,0,0.4849520274088182,1.0,1.0
710,-18.256396897123157,55,0,13.299566071371169,1.0,1.0
711,-97.21204263077718,208,0,49.57177351363846,1.0,1.0
712,-23.427138147983996,27,26,6.999184729809465,1.0,1.0
713,1.1093072604349767,4,1,0.9422324670529548,1.0,1.0
714,-37.391360655410054,105,0,24.296542434564078,1.0,1.0
715,-55.83322424576317,160,0,42.08752847678828,1.0,1.0
716,0.2894041678935362,3,0,0.8020192155438408,1.0,1.0
717,0.48379306845554504,4,0,0.9732022448830642,1.0,1.0
718,-12.607959819353805,48,0,10.53972469069456,1.0,1.0
719,0.5440222839626212,3,0,0.7437400564137651,1.0,1.0
720,1.2581255988224012,2,0,0.5228013625933088,1.0,1.0
721,1.4939728319651477,3,0,0.7585547969802702,1.0,1.0
722,-15.972335237265902,28,15,7.108828330681075,1.0,1.0
723,0.9211895562221025,3,1,0.7323040374991518,1.0,1.0
724,1.8275502094662994,4,0,1.00972781032108,1.0,1.0
725,-20.62409255944937,61,0,14.436290580033186,1.0,1.0
726,1.2408122145260718,2,0,0.47252170333157206,1.0,1.0
727,-37.22055902438724,107,0,24.30106390938559,1.0,1.0
728,-13.528680546401644,41,0,9.63599944575352,1.0,1.0
729,-191.28491170834343,500,0,122.35217117745903,1.0,1.0
730,1.5106149781726668,2,0,0.4494577565998329,1.0,1.0
731,-9.522605975919335,28,0,6.805482478460424,1.0,1.0
732,1.2501529359107768,2,0,0.4965587656841959,1.0,1.0
733,1.536460249126118,3,0,0.7884548224391004,1.0,1.0
734,0.8858300756497904,3,1,0.6563693109357216,1.0,1.0
735,-12.2578561196724,41,0,10.789614702020897,1.0,1.0
736,-194.10868317816931,500,0,121.30281750220112,1.0,1.0
737,-176.0966430407528,448,18,115.90143068920268,1.0,1.0
738,0.48142457668494165,4,0,0.919482816616168,1.0,1.0
739,-38.4750002932326,107,0,24.430717509412926,1.0,1.0
740,1.7696507443521337,3,0,0.6997055466158513,1.0,1.0
741,1.469044306205729,3,0,0.7422635563240476,1.0,1.0
742,0.644930215638444,4,0,0.9033337349382267,1.0,1.0
743,1.2583491269833882,2,0,0.4950858689934239,1.0,1.0
744,-9.697195022889403,36,0,8.415396808943996,1.0,1.0
745,-45.142957452814976,124,0,32.73079772808438,1.0,1.0
746,1.4590377042449656,3,0,0.718343513198779,1.0,1.0
747,0.7032570145470954,2,1,0.44934497301404214,1.0,1.0
748,1.7409007843102349,3,0,0.7139216361135119,1.0,1.0
749,1.6707083545715804,4,0,0.9549030847810418,1.0,1.0
750,0.462695118159109,4,0,0.9191760831604211,1.0,1.0
751,-0.09634901194932888,7,0,1.6837006275463344,1.0,1.0
752,-32.99328627857242,82,1,18.544712694041696,1.0,1.0
753,-23.152720454297317,67,0,17.32421607346171,1.0,1.0
754,-0.11432490461064804,7,0,1.7136461839748183,1.0,1.0
755,-0.11771686823188143,5,2,1.3561309532003265,1.0,1.0
756,1.606174262761666,4,0,0.9609344682922505,1.0,1.0
757,-163.906658217518,419,0,82.82649616704833,1.0,1.0
758,-20.13777821283952,48,0,13.029254656466328,1.0,1.0
759,0.7052114484636993,5,0,1.2504518400829194,1.0,1.0
760,0.9779641244165957,4,1,0.9528297202127314,1.0,1.0
761,1.180753500578342,2,0,0.5471482911668806,1.0,1.0
762,1.5492428476413056,2,0,0.5072047279810963,1.0,1.0
763,1.261217292976039,2,0,0.4973152397856891,1.0,1.0
764,1.524123954463052,2,0,0.4520755510613673,1.0,1.0
765,1.31,1,0,0.23695313529465903,1.0,1.0
766,1.734220208043321,3,0,0.6627494794385221,1.0,1.0
767,1.6352887479409945,4,0,0.8576515186689116,1.0,1.0
768,-200.64847789102888,500,0,132.2304589886333,1.0,1.0
769,1.227707893484782,2,0,0.4623392066059862,1.0,1.0
770,1.2534413374053972,2,0,0.4972325300123621,1.0,1.0
771,1.31,1,0,0.24796157618636802,1.0,1.0
772,-45.47995944871672,127,0,29.350578519155523,1.0,1.0
773,-1.515622858377515,6,2,1.4023185141343213,1.0,1.0
774,0.7662124563027726,2,1,0.510916092025677,1.0,1.0
775,1.4299622337471787,3,0,0.6467905202407426,1.0,1.0
776,-216.4989753651791,500,53,119.81283496142095,1.0,1.0
777,0.7312295681276619,4,2,1.007255906316882,1.0,1.0
778,1.31,1,0,0.23352431579249713,1.0,1.0
779,-11.128005529323566,32,0,6.330839596209279,1.0,1.0
780,-41.75035786014005,112,0,25.470622504913592,1.0,1.0
781,1.7955171115960664,3,0,0.7352762246429753,1.0,1.0
782,1.5499881406915585,2,0,0.48555411669669324,1.0,1.0
783,1.01,1,0,0.253456311941126,1.0,1.0
784,1.4464700266773511,5,0,1.040077469261851,1.0,1.0
785,1.4447066336539947,3,0,0.7526879918184166,1.0,1.0
786,1.5178382838749707,2,0,0.49341568058143553,1.0,1.0
787,1.2251979531489825,2,0,0.5286408006935409,1.0,1.0
788,1.2187514066098073,2,0,0.4228225840053238,1.0,1.0
789,1.754795527281064,4,0,0.9150159739383084,1.0,1.0
790,1.2526962003756632,2,0,0.4914658810404675,1.0,1.0
791,-18.97126000760908,60,0,15.080397455032823,1.0,1.0
792,1.5040967231555902,3,0,0.729375378209393,1.0,1.0
793,-7.459467718813952,24,0,5.468425463954235,1.0,1.0
794,0.4003352809972416,3,2,0.718447893777473,1.0,1.0
795,0.6015223251983794,5,0,1.115345521194444,1.0,1.0
796,0.4172080069342464,4,0,0.8949388391886721,1.0,1.0
797,-2.478018555224196,14,0,3.1447222426324335,1.0,1.0
798,-207.56196430606798,500,1,120.5061988592497,1.0,1.0
799,0.3402789343169492,5,1,1.1688945004767972,1.0,1.0
800,1.134010464123415,5,1,1.1332476099197504,1.0,1.0
801,-5.2711277170370465,22,0,5.352696396760083,1.0,1.0
802,1.4628891895192029,3,0,0.7062860313441908,1.0,1.0
803,-6.7142344194475605,22,0,5.085288564048507,1.0,1.0
804,-17.496757331432207,52,0,13.03413759652101,1.0,1.0
805,1.2620156285582549,2,0,0.5089949633044393,1.0,1.0
806,-13.565539873347321,47,0,12.005253490109952,1.0,1.0
807,-11.232140251349618,35,0,9.775833090387735,1.0,1.0
808,1.258995035477242,2,0,0.5114335569089827,1.0,1.0
809,2.0019376933835753,5,0,1.2209862999150152,1.0,1.0
810,1.0966751579352945,4,1,0.9694378129662882,1.0,1.0
811,1.4006937259279753,5,0,1.224669000017572,1.0,1.0
812,1.6505031943701598,4,0,0.9555399003692339,1.0,1.0
813,1.4347970922143425,3,0,0.658526839861677,1.0,1.0
814,1.4897291226736944,3,0,0.7606658148626815,1.0,1.0
815,1.4923020435390848,3,0,0.7268882467692079,1.0,1.0
816,-2.24279090155781,12,0,3.0257284631463284,1.0,1.0
817,-19.253427706060034,36,18,9.346305750007426,1.0,1.0
818,-63.65042046494289,137,0,31.42348979427411,1.0,1.0
819,0.7196781378882489,2,1,0.4672957389877335,1.0,1.0
820,1.946534574636062,5,0,1.232374244941923,1.0,1.0
821,1.2433691737537873,2,0,0.47260668076485235,1.0,1.0
822,-11.045759686577933,34,0,8.231315934700278,1.0,1.0
823,0.9356471752457641,1,0,0.2230744441298669,1.0,1.0
824,0.9113123377645024,5,0,1.1062512840060554,1.0,1.0
825,-312.0076699912976,500,249,127.45792437624942,1.0,1.0
826,-1.5282825002005,13,1,3.02852200091001,1.0,1.0
827,-14.047688908717761,46,0,11.420395913138298,1.0,1.0
828,1.2034056269627436,2,0,0.4133861101958113,1.0,1.0
829,0.48779113433936716,4,2,0.960098615598217,1.0,1.0
830,1.2264558731270756,2,0,0.48130023062217175,1.0,1.0
831,1.2639742324602081,3,0,0.7095241843617526,1.0,1.0
832,0.3817884214259025,4,0,0.8534502224897258,1.0,1.0
833,1.0103374348156724,3,1,0.7598180194947958,1.0,1.0
834,1.7322875278407732,4,0,1.0063428141558,1.0,1.0
835,0.9823927883546324,1,0,0.18468362779560246,1.0,1.0
836,-67.79585722080463,144,0,34.755365553315926,1.0,1.0
837,-18.045550606901767,55,0,14.675352262123123,1.0,1.0
838,2.035821697291267,5,0,1.0940025521258152,1.0,1.0
839,0.0022293273360239896,4,1,0.9982271458604699,1.0,1.0
840,1.7079455543817748,4,0,0.9919289149378565,1.0,1.0
841,1.5737996322479824,2,0,0.5394910571479393,1.0,1.0
842,1.6031766319942664,4,0,0.9097854056199675,1.0,1.0
843,1.7354997099709988,3,0,0.6932196753790218,1.0,1.0
844,-1.9889010828806988,5,3,1.2664340287049667,1.0,1.0
845,0.7311643369722596,5,0,1.277895921264822,1.0,1.0
846,-5.703545368138589,20,2,4.630869561522613,1.0,1.0
847,0.4811105131447869,4,0,0.9648860216916462,1.0,1.0
848,0.9671478994862328,6,0,1.5126299987774146,1.0,1.0
849,1.3942813780641634,3,0,0.6708747262839023,1.0,1.0
850,-37.25174913599142,99,1,19.937879284930162,1.0,1.0
851,-82.45805911058537,196,3,50.264185346878456,1.0,1.0
852,-7.033746277697852,25,0,6.069159022913689,1.0,1.0
853,1.2673927003857055,2,0,0.5187323451701815,1.0,1.0
854,-11.087790018557563,33,0,8.427410163110416,1.0,1.0
855,1.655810082406174,4,0,0.9374388493079568,1.0,1.0
856,0.51,1,1,0.21603365450156706,1.0,1.0
857,1.2747988289570888,2,0,0.5235499990198806,1.0,1.0
858,-133.27283465966966,338,0,81.40955855406808,1.0,1.0
859,1.9998442303693669,4,0,0.9470462732180606,1.0,1.0
860,1.7571794952064361,3,0,0.695893319001061,1.0,1.0
861,0.5622617179577193,3,0,0.7541474994587826,1.0,1.0
862,-24.574551406010208,70,0,17.046904335835066,1.0,1.0
863,-248.41719086829568,500,0,120.23054631953897,1.0,1.0
864,0.9200622342999871,3,1,0.7352656147018757,1.0,1.0
865,-12.345790708453766,37,0,8.994348019156812,1.0,1.0
866,1.2408497904956257,2,0,0.4905899591358258,1.0,1.0
867,1.482131273759214,3,0,0.7454460385951984,1.0,1.0
868,-26.488887272183707,79,0,20.172607231907108,1.0,1.0
869,1.797041893217413,5,0,1.1752393232675193,1.0,1.0
870,-51.11352772320758,83,40,18.51870168321672,1.0,1.0
871,-190.412899438404,500,0,119.12978854640879,1.0,1.0
872,1.9565227386225559,4,0,0.9163478969647395,1.0,1.0
873,1.9997501977913636,4,0,0.9534585424702575,1.0,1.0
874,-9.718305773534132,32,0,8.143703138313372,1.0,1.0
875,1.122504859379809,6,0,1.3569728358951563,1.0,1.0
876,1.2585601808059061,5,1,1.2621180319401089,1.0,1.0
877,-150.12200861682862,329,17,78.31933604515922,1.0,1.0
878,-11.6670990119368,40,0,10.81425524198913,1.0,1.0
879,1.5154171498018143,3,0,0.7490245221941345,1.0,1.0
880,1.4832172255540403,3,0,0.7115465394090953,1.0,1.0
881,-197.01823134190906,500,1,119.85129231969393,1.0,1.0
882,-18.136333334163535,54,0,13.715411057397647,1.0,1.0
883,1.755633209472232,5,0,1.2329222317549895,1.0,1.0
884,-19.512808124836415,55,0,14.28801222134302,1.0,1.0
885,1.4988342923651925,4,0,0.973861863182901,1.0,1.0
886,-242.77844771224102,500,0,109.87960496591128,1.0,1.0
887,2.0854932236372843,5,0,1.0478322492909495,1.0,1.0
888,1.1883771075367278,2,0,0.45404429391897616,1.0,1.0
889,-189.14877027255875,500,0,119.70156104767182,1.0,1.0
890,1.7008763971569674,5,0,1.2721426198912256,1.0,1.0
