episode,episode_reward,path_length,jammed_steps,total_latency,avg_bandwidth,avg_pdr
72,-187.35077254495417,500,0,125.28408669778683,1.0,1.0
73,0.7722024815118071,3,1,0.7854294450857606,1.0,1.0
74,-48.59298950084717,124,7,30.117923315245008,1.0,1.0
75,-178.70719786836275,500,0,140.9333787257633,1.0,1.0
76,1.6861198121209557,4,0,0.934885074692972,1.0,1.0
77,0.2129684647722414,5,1,1.1666168524406524,1.0,1.0
78,-253.25457574556938,500,109,120.3095220815327,1.0,1.0
79,1.4813979920281601,3,0,0.7340069055387115,1.0,1.0
80,-359.99127013014146,500,250,132.53851825569683,1.0,1.0
81,1.5258300023491023,3,0,0.7568812475438235,1.0,1.0
82,-48.575692644743256,153,0,35.7227740664686,1.0,1.0
83,0.7251689468431632,2,1,0.5177450546969571,1.0,1.0
84,1.458362012459904,4,0,0.9596226081325884,1.0,1.0
85,1.2815466717480197,2,0,0.5607257057239636,1.0,1.0
86,-194.34729158872057,500,19,122.98180535765323,1.0,1.0
87,1.2432844131315133,2,0,0.47459086862871197,1.0,1.0
88,1.4228175828778986,3,0,0.6527046195418955,1.0,1.0
89,-10.8049916951234,35,0,9.34431664077932,1.0,1.0
90,1.2670244006912847,2,0,0.5094498188543992,1.0,1.0
91,0.9487603718871459,3,1,0.6946463093255996,1.0,1.0
92,-192.68095286025516,500,0,115.96449703956934,1.0,1.0
93,-16.154662812320044,46,0,11.697638800829306,1.0,1.0
94,1.2695500129498178,2,0,0.5121406238385643,1.0,1.0
95,-38.87749357403663,64,32,16.421268708854956,1.0,1.0
96,1.4976435643094097,4,0,0.9141461343556112,1.0,1.0
97,1.6763539671454348,4,0,0.9656611349213868,1.0,1.0
98,1.2469765818342347,2,0,0.488228098829176,1.0,1.0
99,-185.07836753950622,500,0,119.15562234983467,1.0,1.0
100,-12.808082739883892,37,0,9.609283488545257,1.0,1.0
101,0.9374918239439886,3,1,0.6812145776278826,1.0,1.0
102,-0.5105909776368807,5,0,1.1724240985590058,1.0,1.0
103,1.01,1,0,0.2382822851589736,1.0,1.0
104,-22.295767078094517,52,0,13.064496242418084,1.0,1.0
105,1.517681305802168,4,0,0.9437943241238488,1.0,1.0
106,-177.66579171912196,500,0,124.45533945299123,1.0,1.0
107,1.2668709028582246,1,0,0.2170321201000456,1.0,1.0
108,1.2321283966943888,2,0,0.42266038478528245,1.0,1.0
109,-7.490038357660346,26,0,6.416933369554284,1.0,1.0
110,1.281257584752412,2,0,0.5433886595138063,1.0,1.0
111,-85.16417433237964,216,3,50.307969704841604,1.0,1.0
112,-32.77603377635365,91,0,23.98106657393278,1.0,1.0
113,0.7815115639997146,3,1,0.7918341706863425,1.0,1.0
114,0.5830401794024223,3,0,0.7660059922126814,1.0,1.0
115,-77.69970542255757,164,0,38.4484842825789,1.0,1.0
116,0.21640397423016222,3,0,0.7190493394751678,1.0,1.0
117,-2.562863224290627,13,0,2.8214594374807436,1.0,1.0
118,1.7823076830978704,3,0,0.7421498923420522,1.0,1.0
119,-0.7701771732480608,5,3,1.1845116619308151,1.0,1.0
120,1.256927458873601,2,0,0.5117622920810148,1.0,1.0
121,-18.38951581948471,53,0,12.708736812515111,1.0,1.0
122,1.4810637634268706,3,0,0.6947998079245137,1.0,1.0
123,-9.427669988038783,33,0,6.985411686003802,1.0,1.0
124,-56.92469584686138,152,0,35.062514849543234,1.0,1.0
125,-0.9495952848396714,9,0,2.0969905248553444,1.0,1.0
126,1.0031743356549203,5,0,1.182093190307001,1.0,1.0
127,-22.892097667776877,64,0,16.504472381745387,1.0,1.0
128,-6.897570822798532,25,0,6.167044889569192,1.0,1.0
129,-24.697994948536742,54,0,14.923209643758566,1.0,1.0
130,-74.45271183166714,169,15,38.37663806716831,1.0,1.0
131,-201.9620303940097,500,25,111.21268257976006,1.0,1.0
132,0.9133413168288225,6,0,1.5118379304603475,1.0,1.0
133,-85.01911416586648,194,0,46.62500839751583,1.0,1.0
134,1.31,1,0,0.24398181741454944,1.0,1.0
135,1.069166808302284,5,0,1.2405046875547123,1.0,1.0
136,-236.84809905038298,500,0,107.61634821504467,1.0,1.0
137,-170.09171501941293,500,0,107.94150566216388,1.0,1.0
138,1.6125345236241813,4,0,0.9232493608467229,1.0,1.0
139,0.4201343458056984,4,0,0.9483376658692867,1.0,1.0
140,-19.242342303686044,53,0,12.469412160307483,1.0,1.0
141,0.5896484118646312,6,0,1.5065490323574384,1.0,1.0
142,-3.9058464290398804,10,4,2.171974957556861,1.0,1.0
143,1.250156969399424,2,0,0.5057729334217531,1.0,1.0
144,-14.144463531857888,35,0,8.591478710843903,1.0,1.0
145,-68.31815173213343,95,65,22.106589208862353,1.0,1.0
146,0.7643818925729117,3,1,0.6721225338557333,1.0,1.0
147,-45.308908641348836,109,0,22.612181260328683,1.0,1.0
148,1.8108712268001057,3,0,0.7519019186082645,1.0,1.0
149,1.2306979361440384,2,0,0.4628970483883367,1.0,1.0
150,1.8306000648198872,3,0,0.7824184546719128,1.0,1.0
151,-189.63881882066946,500,0,122.4357527853856,1.0,1.0
152,1.462782755443407,3,0,0.7262952482123066,1.0,1.0
153,0.7520413810647977,3,1,0.6669163558008208,1.0,1.0
154,1.5743980832053166,2,0,0.5083249878900734,1.0,1.0
155,1.31,1,0,0.23355715578710748,1.0,1.0
156,1.6549251319605545,3,0,0.6743302248907519,1.0,1.0
157,1.6409366780512613,5,0,1.110186995414882,1.0,1.0
158,-196.81350828038026,500,0,103.46121486982918,1.0,1.0
159,-16.741517019908166,19,18,4.380866039959682,1.0,1.0
160,-86.22283369072453,227,0,52.77041332264965,1.0,1.0
161,-41.13871955674961,96,0,22.27375424023558,1.0,1.0
162,-0.3578685357676863,5,2,1.0767289505455793,1.0,1.0
163,-196.52108898382915,500,0,116.66705207615693,1.0,1.0
164,-8.599467733602339,32,0,7.344332545247122,1.0,1.0
165,1.6778149998349188,5,0,1.189873183640158,1.0,1.0
166,-220.57302856626012,500,0,113.79616786767376,1.0,1.0
167,-13.849586747530328,43,0,10.029240281255447,1.0,1.0
168,-7.746873335606365,24,1,5.499562913455402,1.0,1.0
169,1.5201434955340192,3,0,0.7782095951773741,1.0,1.0
170,-137.7469112118358,397,0,94.27066387739946,1.0,1.0
171,1.2693554334821961,1,0,0.23817858248958598,1.0,1.0
172,1.01,1,0,0.2581428711655083,1.0,1.0
173,-243.37959716249014,500,67,107.3613167492952,1.0,1.0
174,0.7790180641546374,2,1,0.5262208158364776,1.0,1.0
175,-6.39494840430271,13,10,3.162653415838957,1.0,1.0
176,-16.508237713632955,52,0,12.661335125082926,1.0,1.0
177,0.5298661979173289,4,0,0.9664449364395977,1.0,1.0
178,1.5309696483686692,3,0,0.8137873005728034,1.0,1.0
179,1.4826606737707335,4,0,0.9879971285880496,1.0,1.0
180,1.7855194766329245,3,0,0.7122972020040522,1.0,1.0
181,-147.7972011195672,500,0,118.47913586974792,1.0,1.0
182,-22.035317763857844,64,0,12.879845617414285,1.0,1.0
183,1.2179899509702556,2,0,0.4586082899585065,1.0,1.0
184,-0.05487795116343275,7,0,1.611980408918709,1.0,1.0
185,1.095099462412793,7,0,1.611705981184698,1.0,1.0
186,-291.78244644692217,500,213,120.18287293031474,1.0,1.0
187,-26.53111869564673,73,0,18.457982267853833,1.0,1.0
188,0.8451729189104349,5,0,1.1281666586355892,1.0,1.0
189,1.4534361557575948,3,0,0.7539332050885954,1.0,1.0
190,1.4443506566924613,4,0,0.948014526095302,1.0,1.0
191,-0.29214577135176834,3,1,0.7474327357371697,1.0,1.0
192,1.1802857941127574,5,1,1.196145522286639,1.0,1.0
193,-7.615028707422241,21,0,5.389198695348869,1.0,1.0
194,0.4928181587428929,6,0,1.3405193580209536,1.0,1.0
195,-4.95703284432693,20,0,4.746579695039029,1.0,1.0
196,-11.525197581153474,36,0,9.271837738263441,1.0,1.0
197,-0.3160914519542448,6,2,1.4217825628079417,1.0,1.0
198,1.3572651897631915,3,0,0.7037126569021837,1.0,1.0
199,0.8976385905046023,6,0,1.4717066075514165,1.0,1.0
200,0.25339412740683753,3,0,0.721793164552491,1.0,1.0
201,-12.988235621590722,44,0,10.488899914513718,1.0,1.0
202,1.5108944472065,3,0,0.7517615505134142,1.0,1.0
203,-19.613863098502875,34,16,7.008021072889771,1.0,1.0
204,0.49324296264617495,4,0,0.9579629914619627,1.0,1.0
205,1.5393079019230476,2,0,0.4758146474389029,1.0,1.0
206,-33.945211959976085,95,0,25.359659665647328,1.0,1.0
207,-13.626013786671392,33,0,8.404041472503119,1.0,1.0
208,1.2521487244145053,2,0,0.47933567134879407,1.0,1.0
209,1.1636709445251383,4,1,1.0239079856986775,1.0,1.0
210,0.5429868226536891,5,0,1.2914865305829175,1.0,1.0
211,-18.937660993691193,37,17,9.383612913056632,1.0,1.0
212,-1.289484887934851,7,0,1.674404813560034,1.0,1.0
213,-106.64292269681366,284,0,71.18991194844051,1.0,1.0
214,-8.12821633479234,29,0,7.573310191858958,1.0,1.0
215,1.473871451344317,3,0,0.7049933834345397,1.0,1.0
216,-188.63000047601713,500,0,125.23115647814967,1.0,1.0
217,1.5145134981415616,2,0,0.4050771001671758,1.0,1.0
218,0.7428896364418578,3,1,0.8016136154354718,1.0,1.0
219,-49.381612394054486,136,1,34.344525743559686,1.0,1.0
220,-75.92214761844875,188,20,43.14128371660071,1.0,1.0
221,-2.632767199424568,12,0,2.715715178991658,1.0,1.0
222,-200.91992856658112,500,0,127.0110841370961,1.0,1.0
223,1.753873945632242,5,0,1.2694788218355824,1.0,1.0
224,-194.97878516040953,500,0,113.89157258968822,1.0,1.0
225,0.25760609342017904,10,0,2.502055298508889,1.0,1.0
226,1.6848418683435988,4,0,0.9215293869616943,1.0,1.0
227,1.530219039878257,2,0,0.493116232285009,1.0,1.0
228,1.4596746690152202,2,0,0.4885619460606604,1.0,1.0
229,-45.57501181489861,113,0,31.26302762590068,1.0,1.0
230,-27.423723747976794,64,0,15.482841514899917,1.0,1.0
231,0.9497190090504707,3,1,0.6936713059360532,1.0,1.0
232,1.2584224949349223,2,0,0.5016875293239872,1.0,1.0
233,-142.32166728339487,500,0,119.91067617240873,1.0,1.0
234,0.7553294401444153,3,1,0.7193600516066412,1.0,1.0
235,1.4664378247122505,3,0,0.7708234378396198,1.0,1.0
236,1.2814570571571375,2,0,0.5286862619811126,1.0,1.0
237,-209.76725952493427,500,2,120.61841392972573,1.0,1.0
238,-28.27573101431258,79,0,19.155817039565534,1.0,1.0
239,-183.71693299623672,500,0,135.3730378539132,1.0,1.0
240,-0.3142211839169684,3,1,0.618498864511341,1.0,1.0
241,1.4384399965867254,3,0,0.7053947366337929,1.0,1.0
242,-46.18142816374835,129,0,32.09721620278649,1.0,1.0
243,-26.812541933591653,54,17,12.039785683325281,1.0,1.0
244,-4.40059694366788,15,0,3.4294321400548586,1.0,1.0
245,-190.9315432193845,500,2,114.25080964043276,1.0,1.0
246,0.726774576778784,2,1,0.48622627218172365,1.0,1.0
247,-25.048532536152756,74,0,15.247395286579687,1.0,1.0
248,1.01,1,0,0.22949174303318248,1.0,1.0
249,1.1753608331798713,2,0,0.5069136901423411,1.0,1.0
250,-61.61625885029409,149,0,34.35337701099725,1.0,1.0
251,-237.47150811411234,500,0,109.25157182296208,1.0,1.0
252,1.28370398243427,1,0,0.25487898542414883,1.0,1.0
253,-19.588054164237455,47,0,10.653817700018353,1.0,1.0
254,1.244875742503886,2,0,0.49506160834882174,1.0,1.0
255,-8.856394666866722,23,1,5.500241646351043,1.0,1.0
256,1.1203597260483609,4,1,0.9796200694257058,1.0,1.0
257,1.2517754158740435,2,0,0.4861486797274829,1.0,1.0
258,0.9465547697330778,5,0,1.0484026429444389,1.0,1.0
259,0.7934259246082028,4,0,0.9850126561528775,1.0,1.0
260,-1.9218559888874278,12,0,2.658452570411587,1.0,1.0
261,1.4158921753601141,3,0,0.6333446261523803,1.0,1.0
262,1.7021115317588948,3,0,0.7297217382780795,1.0,1.0
263,1.4778243477598951,3,0,0.7014682599542175,1.0,1.0
264,-248.66171459394872,500,0,103.38858681172549,1.0,1.0
265,-191.3621774163218,500,0,115.25824418643465,1.0,1.0
266,-0.7682566393456811,3,2,0.7532410000123554,1.0,1.0
267,0.2538797365909571,3,0,0.7151187865489765,1.0,1.0
268,-35.28127631211487,68,22,16.60244091770425,1.0,1.0
269,-26.456741642685245,72,0,16.781111052794024,1.0,1.0
270,-21.30873983960816,57,0,13.622083708640178,1.0,1.0
271,-238.46086979657971,500,76,116.36828876725279,1.0,1.0
272,-248.40410300793073,500,122,111.40898099298163,1.0,1.0
273,1.01,1,0,0.23989135818119697,1.0,1.0
274,1.5356247146989754,3,0,0.7896933237284964,1.0,1.0
275,0.767425323365296,2,1,0.4924642750381545,1.0,1.0
276,1.7330220849726463,4,0,1.0239097149276328,1.0,1.0
277,-122.83575652847131,304,3,63.89673678000162,1.0,1.0
278,1.6645045224645043,4,0,0.9275222649964625,1.0,1.0
279,-15.534005354061039,49,0,12.55676899931738,1.0,1.0
280,-14.070272783131218,41,0,10.128409554453938,1.0,1.0
281,1.2702235448870693,2,0,0.5280706279396395,1.0,1.0
282,-202.31751167270806,500,0,103.57951617443193,1.0,1.0
283,1.259418813036789,2,0,0.5192780387969342,1.0,1.0
284,1.2464954277489948,2,0,0.48868001679083767,1.0,1.0
285,1.7493255250241182,3,0,0.8345664732511249,1.0,1.0
286,-29.239398562525242,43,22,10.479395430895257,1.0,1.0
287,1.5021606309726043,3,0,0.7449514180184602,1.0,1.0
288,0.5217126785364452,5,0,1.1709114612848626,1.0,1.0
289,-40.95573964067661,115,0,28.635291234459906,1.0,1.0
290,1.6777467311971326,5,0,1.1346302834226707,1.0,1.0
291,-191.0295653291349,500,0,109.87698851851569,1.0,1.0
292,1.6579388943913604,5,0,1.1010704078318845,1.0,1.0
293,-31.176536080213868,90,1,21.507762018421623,1.0,1.0
294,-4.111254388091408,17,1,4.461690436240973,1.0,1.0
295,1.2492920169303197,2,0,0.49737339066110264,1.0,1.0
296,-78.853583992488,210,0,46.53695620100401,1.0,1.0
297,1.1595434407400793,2,0,0.4836409841599326,1.0,1.0
298,1.2526704072868005,2,0,0.4726283750756052,1.0,1.0
299,-14.090500799407796,37,2,8.508731804564642,1.0,1.0
300,0.545066726077393,6,2,1.5365930065307096,1.0,1.0
301,1.2762495356273111,2,0,0.5113732857413988,1.0,1.0
302,0.45997975730618046,3,2,0.7841000037146926,1.0,1.0
303,1.7334857364120095,4,0,0.9728495760574652,1.0,1.0
304,1.420420078589646,3,0,0.6515124619310777,1.0,1.0
305,1.31,1,0,0.26471942852206237,1.0,1.0
306,1.9638477342412897,4,0,0.9127398089217632,1.0,1.0
307,-12.987520959471377,46,0,9.87000405700157,1.0,1.0
308,-32.270526617319504,89,1,20.14111954014913,1.0,1.0
309,-58.54200451190229,126,8,31.244744643874814,1.0,1.0
310,0.7551143012764348,2,1,0.501777545504039,1.0,1.0
311,-45.08762751526849,117,0,24.69408572296571,1.0,1.0
312,-14.995244687491558,47,0,11.764993836878464,1.0,1.0
313,1.2378421246734461,2,0,0.47276029921171897,1.0,1.0
314,1.4938381317026155,4,0,0.9772817143474741,1.0,1.0
315,1.4400221964549313,3,0,0.7457040495643671,1.0,1.0
316,-11.03681787901051,25,10,6.097644976942492,1.0,1.0
317,1.5611354954240333,3,0,0.6700073756659077,1.0,1.0
318,1.6330817093989316,4,0,0.9703773226890184,1.0,1.0
319,-22.153816108889757,37,20,8.13878877945473,1.0,1.0
320,-1.9114891658768494,12,0,2.794926232566077,1.0,1.0
321,-11.216833591040897,38,0,9.564528189982944,1.0,1.0
322,1.4869364807644836,3,0,0.7261093077259484,1.0,1.0
323,1.782678583975363,3,0,0.7172311447937032,1.0,1.0
324,1.4567987467154455,3,0,0.6950317915674056,1.0,1.0
325,1.1126240413414652,5,0,1.2602210444286164,1.0,1.0
326,2.0775006611012152,5,0,1.184639661998682,1.0,1.0
327,1.01,1,0,0.25136202361734095,1.0,1.0
328,0.726244616928769,6,0,1.3055605297010051,1.0,1.0
329,1.31,1,0,0.24552481412736601,1.0,1.0
330,1.745146733438253,4,0,0.9753756037484821,1.0,1.0
331,1.683456725024116,4,0,0.9133845992601365,1.0,1.0
332,1.2320462210943335,2,0,0.5043709265969731,1.0,1.0
333,0.707734958484882,3,1,0.703791358666743,1.0,1.0
334,-39.81287800106943,93,0,24.005126794923047,1.0,1.0
335,1.4539006441732676,3,0,0.6897438152154026,1.0,1.0
336,1.0154951321816048,3,1,0.7532958777529327,1.0,1.0
337,-46.4541723951881,125,0,29.5606633102003,1.0,1.0
338,1.5516418856764436,3,0,0.5803151360356231,1.0,1.0
339,0.9342706126529788,3,1,0.6515356952572022,1.0,1.0
340,-35.87665520492786,106,0,29.461341310115976,1.0,1.0
341,-186.14632794705224,500,1,117.68854883678183,1.0,1.0
342,1.4692111520568698,3,0,0.7883360100477643,1.0,1.0
343,0.7583025704170617,2,1,0.47390861042482557,1.0,1.0
344,1.4941439844012057,3,0,0.7805461467957545,1.0,1.0
345,1.7653882151422797,3,0,0.7216045465197232,1.0,1.0
346,-0.24282294074699662,6,0,1.5557635811083528,1.0,1.0
347,0.7137836043295164,5,0,1.2119785540146686,1.0,1.0
348,-0.2291137265897465,5,2,1.287961460524857,1.0,1.0
349,1.2371522217428925,2,0,0.5032557243228003,1.0,1.0
350,-190.9029228577973,500,0,121.4534381774424,1.0,1.0
351,1.7455086236398318,3,0,0.6842119327529281,1.0,1.0
352,0.5839192523199779,6,0,1.412992591000232,1.0,1.0
353,1.2993588071415645,1,0,0.24649174490877668,1.0,1.0
354,1.7200069924670223,4,0,0.9892392154329002,1.0,1.0
355,0.45443879576069135,4,0,0.9272955695380136,1.0,1.0
356,1.4659084571582586,3,0,0.7257772858987743,1.0,1.0
357,0.6818418463289521,2,1,0.4256128488462775,1.0,1.0
358,-12.081148552087384,34,2,6.256499833019647,1.0,1.0
359,-16.636833259564565,46,1,9.86962149157525,1.0,1.0
360,1.2817993095970759,2,0,0.5401394589924403,1.0,1.0
361,0.49032085542023063,3,2,0.7615214330221358,1.0,1.0
362,-11.700604787037301,24,11,5.95133801016119,1.0,1.0
363,0.9555753805545408,3,1,0.6854610999334783,1.0,1.0
364,1.4868240963641257,3,0,0.7028414431329336,1.0,1.0
365,-15.610729623703456,46,0,11.507010194047687,1.0,1.0
366,0.5093471226817228,4,0,0.9901117593288837,1.0,1.0
367,-1.4632761949281674,9,0,1.9382909089464226,1.0,1.0
368,-155.3014032910431,500,0,123.68982409576289,1.0,1.0
369,1.01,1,0,0.2788744341971512,1.0,1.0
370,1.5314470400829447,2,0,0.4510714143131851,1.0,1.0
371,-25.086338935804143,66,0,17.49883770140501,1.0,1.0
372,0.7403573293304133,5,0,1.2398079875978387,1.0,1.0
373,-12.216760997064444,22,10,4.964300545805465,1.0,1.0
374,1.4614891699935135,3,0,0.7158164110998644,1.0,1.0
375,1.779517336643575,3,0,0.7213295948867522,1.0,1.0
376,1.4735197209405935,3,0,0.7015791529644497,1.0,1.0
377,1.208505644999388,2,0,0.4137371098499104,1.0,1.0
378,1.01,1,0,0.2654617643349864,1.0,1.0
379,0.7655192458037317,2,1,0.5134547624347997,1.0,1.0
380,0.9317163402360863,7,0,1.6884622652395722,1.0,1.0
381,1.01,1,0,0.23412095967922028,1.0,1.0
382,-282.19075534864703,500,227,111.26090972694378,1.0,1.0
383,1.0099197493869787,1,0,0.2188260206461081,1.0,1.0
384,-7.39622253028495,22,1,5.766598140060852,1.0,1.0
385,0.4240767883241341,3,2,0.6940053805918751,1.0,1.0
386,1.0105591019135955,4,1,0.998779218998216,1.0,1.0
387,-150.9670622118404,500,0,142.32001151206416,1.0,1.0
388,1.31,1,0,0.2462565199461988,1.0,1.0
389,1.2732839013819106,3,0,0.7488508734718163,1.0,1.0
390,-6.904782711748544,27,1,6.716715592623988,1.0,1.0
391,1.1545531490519336,4,1,0.9277324273752723,1.0,1.0
392,1.2631302739894097,2,0,0.5115876529732597,1.0,1.0
393,-16.06000338101291,47,1,11.630456774552755,1.0,1.0
394,1.01,1,0,0.28750354339434275,1.0,1.0
395,0.1677487734306482,2,2,0.4736407220613047,1.0,1.0
396,1.6574449645460954,4,0,0.93150886992977,1.0,1.0
397,1.4475061266538105,3,0,0.7072393220275508,1.0,1.0
398,1.180584055822877,4,1,1.0056130014162068,1.0,1.0
399,1.8261634092414367,5,0,1.3903210234471353,1.0,1.0
400,1.2228687636867108,2,0,0.48858017870745674,1.0,1.0
401,1.0269406177409555,6,0,1.472160228892133,1.0,1.0
402,-0.22719244024643004,3,1,0.7186150183523798,1.0,1.0
403,0.2680652469700374,5,1,1.2443056753480644,1.0,1.0
404,1.8008829915751923,4,0,1.0212630404404721,1.0,1.0
405,-9.049340722563722,36,0,7.963937430777634,1.0,1.0
406,0.018789763222279543,3,3,0.709655522725405,1.0,1.0
407,1.779499971265918,4,0,1.0459904127086,1.0,1.0
408,1.7388166655541923,3,0,0.7006735887624258,1.0,1.0
409,-19.876915011915006,64,0,18.197187415223798,1.0,1.0
410,0.7128553784124033,5,0,1.2155577334180332,1.0,1.0
411,1.4805009223758292,3,0,0.7693771312437302,1.0,1.0
412,0.6978978593882562,5,2,1.2474415544258723,1.0,1.0
413,-1.1332813529075785,9,0,1.8853116969791308,1.0,1.0
414,-14.70416819667023,42,1,10.074633425891099,1.0,1.0
415,0.26200317578699805,3,0,0.7492917935554115,1.0,1.0
416,1.207749008968754,2,0,0.4442190342692333,1.0,1.0
417,1.5311936621017783,4,0,0.9186378378189792,1.0,1.0
418,1.31,1,0,0.23423604984902258,1.0,1.0
419,1.1009318189397885,4,1,0.9357279641421442,1.0,1.0
420,-179.05765598059278,500,0,120.31705072255423,1.0,1.0
421,0.9542137730073336,3,1,0.6863668163925277,1.0,1.0
422,0.9820909556962031,4,1,0.9706105214154618,1.0,1.0
423,-192.63835131475633,500,0,119.43399207894518,1.0,1.0
424,-189.77619289846058,500,0,129.64827172187725,1.0,1.0
425,1.5417922115273457,5,0,1.1810639140587755,1.0,1.0
426,0.4281795371120991,4,0,1.0111626452363283,1.0,1.0
427,-11.07361800431792,29,0,7.036139402949367,1.0,1.0
428,1.160633915304729,4,1,0.9516145302153308,1.0,1.0
429,-49.421229020168134,112,2,26.544863194130496,1.0,1.0
430,1.1959229761993133,2,0,0.400690796692326,1.0,1.0
431,1.4178519769756108,3,0,0.7521609696295242,1.0,1.0
432,0.9974402855834545,1,0,0.24928533997984456,1.0,1.0
433,1.01,1,0,0.27337738584745225,1.0,1.0
434,-189.29922375598676,500,0,122.26642354981395,1.0,1.0
435,1.4241146978037649,3,0,0.7178312069501853,1.0,1.0
436,-223.39290895971016,500,0,130.27833322533215,1.0,1.0
437,-38.5261965849514,61,31,12.786680665591094,1.0,1.0
438,1.2639086615669166,2,0,0.5076954282474557,1.0,1.0
439,-86.00272855283987,148,52,37.92109134213154,1.0,1.0
440,-206.52471475062202,500,21,114.48136236844027,1.0,1.0
441,0.5173660406325586,5,0,1.2840780279159307,1.0,1.0
442,-11.3147289694581,25,11,6.050373301311575,1.0,1.0
443,1.6155081530036475,4,0,0.8515137666967567,1.0,1.0
444,1.233677475691485,2,0,0.4347910344896326,1.0,1.0
445,-44.21762111401133,97,20,23.891225578356547,1.0,1.0
