episode,GCN_+_DT_7_features_reward,GCN_Baseline_4_features_reward
1,-84.28046704794644,-34.67940831401979
2,-73.46154682807193,-22.507162966186865
3,-8.384427639737956,-17.7144035295973
4,-52.91873217090837,-25.947963585413845
5,-19.027126556275746,-77.19295811247541
6,-12.83611768273612,-65.41081186897495
7,-79.16923376235408,-3.2796982510228507
8,-50.05653868584547,-83.65659614628296
9,-73.57812525671889,-2.8506266983796085
10,1.0131213394720289,-55.32795106227896
11,-15.454667113065264,-49.71802126287936
12,-67.88058860483838,0.49017334758103115
13,-6.947837832362889,-3.997966312757873
14,-9.040799026602365,-1.5101594663664784
15,-11.253667158649428,-163.68556753702225
16,-39.639071792466495,0.7422578370853332
17,-5.175439248257667,-18.79423768652591
18,-11.244217333596115,-0.5127396946919154
19,0.6263372534116833,-107.48198877242784
20,-1.2172098064726173,-10.848629990602843
21,-3.497590664423386,-41.102726178412226
22,0.730101969252386,-132.2780700432212
23,-0.9657804088297945,-4.904797976777546
24,-65.29333463152447,-8.824824112754408
25,-0.30145836703588325,-186.59341425690533
26,1.2764815437849006,0.4724554220793009
27,-77.76832193992904,-108.7494383679061
28,-71.65038848131664,-179.3046876013724
29,-27.372140702677484,-63.39417229336822
30,0.9362290079480549,1.2209422047847522
31,-16.211510831648063,-195.553188152583
32,1.5673310466657446,-15.198554545970888
33,-35.69431864523685,-228.01333678277493
34,-57.23711099830211,1.4230341872733185
35,-91.67603189871409,1.030448482210836
36,0.5548414845063656,-27.40729434682634
37,-10.232057277532245,-110.40728294483102
38,-39.781200066151996,-195.7697203598137
39,0.7601064496795364,1.8287358086008578
40,1.7816682869215419,-198.3979103935201
41,1.549008777485022,-111.11785526008731
42,-0.030946701687938116,-304.62584915409263
43,-3.3428134769498117,-9.517193687751332
44,-1.3122950141815755,1.4219177047927682
45,1.6597831442666822,1.2346604399910381
46,1.7633902183453447,1.31
47,-42.998069734114864,-186.45550599581924
48,1.5384057084185352,-10.021420670763495
49,-159.1461838810637,1.2681338623218124
50,-16.86890939848763,-221.2538912383535
51,-37.84203696175245,-70.22365491812431
52,-6.1496803744775885,1.793475552618153
53,1.2511972916432907,-221.38946815455145
54,-255.44618708360878,0.40461430722851444
55,1.5352432940590348,1.484562190847229
56,-17.884185206381055,-311.53609537510744
57,1.4145326300186607,1.464790929758551
58,1.5221580871805467,1.5927701686953188
59,-16.20548387490107,-179.8145318941066
60,-18.49532847614152,1.5056321981947587
61,-7.256064785291958,1.7595252387000615
62,-2.1853749778188414,-22.45097234153342
63,1.7780738615032015,-130.55009479005435
64,0.6870239235353384,-30.244616994239962
65,1.2018818642957203,-5.7598741536239695
66,-15.327949789327663,-24.88428701927823
67,-124.79421943003261,-14.82081491027893
68,-30.81263737194875,-0.4307394150564462
69,-283.4644511106796,-179.56698370578107
70,0.7655511940654629,1.235723630371787
71,0.477225632260319,1.5518882113375772
72,1.0029146792923778,-12.38223119021743
73,-97.86028853399537,-20.944903392668618
74,1.2273753641977567,-193.24695466677002
75,0.6991918628148464,-39.06600215256958
76,2.0027393714287824,1.2056742788612345
77,1.4267039725673314,-159.6209348035173
78,-201.28686635975345,-53.956333723178574
79,1.6795641152128171,1.07686646368697
80,0.3226092194665037,1.514486296341341
81,-40.35831719288551,0.9199715241655451
82,1.01,1.21351824042724
83,-50.844686494495406,1.01
84,-183.40902037620668,0.48519372327611787
85,0.4527985412431077,1.5449749496496463
86,1.249741951858112,-51.39116375154809
87,1.5559659276723563,-25.626013479034192
88,1.7021636948364611,-48.33553662195403
89,-0.42591601043801974,-14.574688762374139
90,-3.7628507478277777,-5.257023130072488
91,-18.96069214927127,-192.83932129968562
92,0.73132158705224,1.614892211226212
93,1.2662841377335496,1.5146572642783513
94,-190.08823493029234,1.2485955544749263
95,-23.74846430501047,1.0816475901175393
96,1.01,1.5048382641895368
97,1.2331669676094084,1.276521349459918
98,0.7189152128691455,1.7570274632231246
99,-298.58567508436835,0.7204605345125563
100,0.25784939580244093,0.7331752014494703
101,1.3791157218175325,1.5899502054335535
102,0.5784065937895035,0.7422372258375
103,-120.9418708732778,1.413771089563492
104,-0.2985895266546803,1.6883025378163814
105,1.31,-50.0264146597979
106,0.7841198717285603,-7.994919798523384
107,1.7261831623224424,1.0052182394778766
108,0.6471403439965475,-181.4866640209443
109,-13.074762679708478,1.5068934128828455
110,-20.32673996348122,-18.366068697203318
111,-20.11919904164295,0.9631320365337666
112,1.4948428441252068,-33.165846081094024
113,1.1850156230546762,-11.368115556081168
114,0.48173813565817036,-1.9983811251377968
115,-0.8027735920178256,1.588200637052128
116,-4.279791275742178,0.9623708042720707
117,1.242355796183492,-16.806562319584398
118,-11.727411984021582,1.31
119,-86.70400166801728,-42.60725978160695
120,1.0201474072225634,-193.99990933953197
121,1.2495291239767818,1.5264279903633091
