step,loss,latency,bandwidth
1,0.27744053918474254,0.21090631465120302,1.0
2,0.1564633366578244,0.22741815661406117,1.0
3,0.12809583006527883,0.23793597855448054,1.0
4,0.1218349214781616,0.24152949570141075,1.0
5,0.09751095682383348,0.25210130515067297,1.0
6,0.09382410650192179,0.25061016562270766,1.0
7,0.0824384918069152,0.24152949570141075,1.0
8,0.08260245377266368,0.24152949570141075,1.0
9,0.08529768316120326,0.25527558273094814,1.0
10,0.08108137802089938,0.25527558273094814,1.0
11,0.07671482012348102,0.25061016562270766,1.0
12,0.08848506319667787,0.2615084180093904,1.0
13,0.08821956341938804,0.2615084180093904,1.0
14,0.08001301852093691,0.25210130515067297,1.0
15,0.07856966099392773,0.24503050317237887,1.0
16,0.07607383693157735,0.23990011058710112,1.0
17,0.0780372658729772,0.23990011058710112,1.0
18,0.07794339977362717,0.24503050317237887,1.0
19,0.07507055071553828,0.24152949570141075,1.0
20,0.07752505836187953,0.24152949570141075,1.0
21,0.07550652569074798,0.25216573653693825,1.0
22,0.08021376473238827,0.25400796444106083,1.0
23,0.07500121421057324,0.24683780942653355,1.0
24,0.06999496579626448,0.24503050317237887,1.0
25,0.06829963442325654,0.24503050317237887,1.0
26,0.07782365753230165,0.24503050317237887,1.0
27,0.06917263347633518,0.25216573653693825,1.0
28,0.06538117235481535,0.25216573653693825,1.0
29,0.06477215001507146,0.25210130515067297,1.0
30,0.05765674592293419,0.25210130515067297,1.0
31,0.05752217109177969,0.25210130515067297,1.0
32,0.057657101485602415,0.2615084180093904,1.0
33,0.05893886239576304,0.2615084180093904,1.0
34,0.0736711741139567,0.25061016562270766,1.0
35,0.0681282130265988,0.25061016562270766,1.0
36,0.06199018487680314,0.25833539325507343,1.0
37,0.06281773834556455,0.25618221864330953,1.0
38,0.05368558507282185,0.2559978805247791,1.0
39,0.07233049075587787,0.2602859827363213,1.0
40,0.05422154082783488,0.2602859827363213,1.0
41,0.0706519509953408,0.25810529332825505,1.0
42,0.06587012445955898,0.25228785868177606,1.0
43,0.05786133591925319,0.25228785868177606,1.0
44,0.06439501602066476,0.24671762737383549,1.0
45,0.056337517558510755,0.24671762737383549,1.0
46,0.061500525635609524,0.25810529332825505,1.0
47,0.05595083236480247,0.25810529332825505,1.0
48,0.05404973548065299,0.24671762737383549,1.0
49,0.058697414289871436,0.24671762737383549,1.0
50,0.05568274304644032,0.25810529332825505,1.0
51,0.05696489007778145,0.25810529332825505,1.0
52,0.0690375929655235,0.23820639413294586,1.0
53,0.0635826803575607,0.2443777367250571,1.0
54,0.050897494701072174,0.27282893419508414,1.0
55,0.0617739175709746,0.2718056579325348,1.0
56,0.062055205053926366,0.2718056579325348,1.0
57,0.05754266384968072,0.24423692815713918,1.0
58,0.06214038187439375,0.21531583117554826,1.0
59,0.06392976931895711,0.21597513231999163,1.0
60,0.056901370644981755,0.23333272312514522,1.0
61,0.05127148669970976,0.23333272312514522,1.0
