step,loss,latency,bandwidth
73,0.0731814320065572,0.2518047175572491,1.0
74,0.08792536261856172,0.2638990014620534,1.0
75,0.07307682674903308,0.2586539680040073,1.0
76,0.07327704054641399,0.2586539680040073,1.0
77,0.07201473207302417,0.2587625762393826,1.0
78,0.0656527532653874,0.24682475837837617,1.0
79,0.06066022237208856,0.2517174493609466,1.0
80,0.07096238432811813,0.2421572469801271,1.0
81,0.07127870902847536,0.22765242112835185,1.0
82,0.05582495955992587,0.23089699294681318,1.0
83,0.075006578939712,0.22528837906824328,1.0
84,0.06550511398036243,0.22528837906824328,1.0
85,0.07345766556219943,0.22528837906824328,1.0
86,0.07808786051772335,0.23556234344118168,1.0
87,0.07349558902142567,0.23556234344118168,1.0
88,0.05509239814628613,0.2293295265439814,1.0
89,0.052861885290871886,0.24606689922411515,1.0
90,0.05449298700757792,0.24793518991684635,1.0
91,0.06918109717429208,0.24132271374838868,1.0
92,0.052561772295429826,0.24626128685723786,1.0
93,0.06318603190976346,0.24626128685723786,1.0
94,0.0585815498588286,0.24476243955274113,1.0
95,0.04244160450393705,0.237112019162429,1.0
96,0.04192051313654828,0.242485503118185,1.0
97,0.07084261592451799,0.2608995278887762,1.0
98,0.0812407917627195,0.2608995278887762,1.0
99,0.04900733817619361,0.26641943673679674,1.0
100,0.06274704529692732,0.256463062029639,1.0
101,0.06183650710407815,0.2464495683542999,1.0
102,0.05936807691087013,0.25767088007223177,1.0
103,0.0685878391789506,0.25767088007223177,1.0
104,0.055689048012271265,0.24530226241284195,1.0
105,0.05089821875754035,0.22941156976213128,1.0
106,0.05266812246660699,0.22528837906824328,1.0
107,0.043799161543254944,0.22528837906824328,1.0
108,0.054710396092165686,0.2406181511229226,1.0
109,0.05842963309149296,0.2564693227310632,1.0
110,0.05107559417204785,0.237112019162429,1.0
111,0.0600887689383101,0.242485503118185,1.0
112,0.06401574936559952,0.24617124552716674,1.0
113,0.051883851154730404,0.2301333032983131,1.0
114,0.05040836644166401,0.23044448064379017,1.0
115,0.036202516687942735,0.24649716533569765,1.0
116,0.046064847564354305,0.24649716533569765,1.0
117,0.06392590266214428,0.23044448064379017,1.0
118,0.07014721254482958,0.24429841681707476,1.0
119,0.060405618498542264,0.24429841681707476,1.0
120,0.07141795204594892,0.23044448064379017,1.0
121,0.04429123163360693,0.23044448064379017,1.0
122,0.0523041574142321,0.23575299843230757,1.0
123,0.049473812877712256,0.2518047175572491,1.0
124,0.05044186209201096,0.24429841681707476,1.0
125,0.048524697088672,0.23044448064379017,1.0
126,0.07342431660970293,0.23044448064379017,1.0
127,0.05725521797417699,0.23044448064379017,1.0
128,0.04328451431723544,0.23044448064379017,1.0
129,0.03661281729287286,0.2301333032983131,1.0
130,0.05183118578340051,0.2301333032983131,1.0
131,0.05015134311639194,0.23044448064379017,1.0
132,0.03805089733828751,0.23044448064379017,1.0
133,0.04477810345619599,0.23575299843230757,1.0
134,0.05897033046586238,0.24043120647368424,1.0
135,0.05056727838062702,0.2319544140172474,1.0
136,0.04478802537195331,0.2319544140172474,1.0
137,0.030654250228805587,0.24524943447200523,1.0
138,0.06712493287718285,0.24606689922411515,1.0
139,0.055885212298617544,0.2293295265439814,1.0
140,0.04229552761280367,0.23556234344118168,1.0
141,0.0413308114498756,0.23556234344118168,1.0
142,0.04528022393751128,0.2406181511229226,1.0
143,0.05715962018763157,0.2564693227310632,1.0
144,0.048019307609619616,0.2564693227310632,1.0
145,0.03809637094225372,0.25015052312850106,1.0
146,0.03981711942459406,0.23742105274876577,1.0
147,0.03455851906607858,0.22249686945550268,1.0
148,0.043975677526889974,0.24912063986885555,1.0
149,0.060217687545559014,0.1917854043164543,1.0
150,0.05493637308087687,0.1800891547038181,1.0
151,0.03547923117477059,0.1800891547038181,1.0
152,0.04654286180916413,0.1800891547038181,1.0
153,0.049963576438764486,0.19848217353961303,1.0
154,0.03991234060994655,0.2151576705219094,1.0
155,0.04724489825165071,0.23140454681858802,1.0
156,0.05353007127550292,0.2160411246440403,1.0
157,0.0373720758899737,0.21319702681034297,1.0
158,0.050535682371115595,0.22414477121456425,1.0
159,0.03614198205851653,0.24912063986885555,1.0
160,0.057668188076756735,0.23494419710066236,1.0
161,0.04742364098242181,0.2000919113647228,1.0
162,0.05076000214685577,0.22327437810194226,1.0
163,0.04857716851918595,0.22327437810194226,1.0
164,0.041701090386626685,0.22327437810194226,1.0
165,0.04119379691570078,0.22327437810194226,1.0
166,0.06095516371418949,0.22327437810194226,1.0
167,0.04228550203015654,0.24555538264352034,1.0
168,0.04179786314711627,0.24048595472937873,1.0
169,0.05603505026755246,0.2353642290417232,1.0
170,0.043566151702046335,0.253222368169396,1.0
171,0.047975812010162995,0.25133663251900046,1.0
172,0.0677650419998322,0.25133663251900046,1.0
173,0.046072031218878706,0.2842728197081071,1.0
174,0.08374228053827595,0.29367898642709583,1.0
175,0.04565628804298924,0.28372056306964843,1.0
176,0.050641475335086054,0.2513709315692376,1.0
177,0.048701694215790195,0.23351379234549619,1.0
178,0.06690434349182453,0.24048595472937873,1.0
179,0.050105098379523885,0.22071688090442243,1.0
180,0.06639289906931606,0.1800891547038181,1.0
181,0.05501414674917496,0.1800891547038181,1.0
182,0.05286368271064897,0.23494419710066236,1.0
183,0.0423565363221252,0.27463149615273147,1.0
184,0.06734605582660205,0.25881389560819185,1.0
185,0.05338818646729376,0.2063946938684984,1.0
186,0.06276446920376867,0.20273773596809574,1.0
187,0.07546252432831449,0.23028987105197735,1.0
188,0.06864342911046913,0.2160743503356299,1.0
189,0.057999448671869076,0.202143748237201,1.0
190,0.06156748141385708,0.2151576705219094,1.0
191,0.0683194534836554,0.2151576705219094,1.0
192,0.040223639544650726,0.19848217353961303,1.0
193,0.05791510787468339,0.222402033407909,1.0
194,0.038051459437414344,0.20816978409843606,1.0
195,0.05640713192077182,0.20816978409843606,1.0
196,0.05884338399004688,0.20816978409843606,1.0
197,0.0512250305790565,0.2003157484570169,1.0
198,0.04190095684573553,0.23797507542166751,1.0
199,0.06257867695232744,0.2605439906938912,1.0
200,0.05742465858034765,0.2605439906938912,1.0
201,0.06722071938939386,0.23797507542166751,1.0
202,0.05194103154172618,0.231887145213051,1.0
203,0.06852991527391832,0.2406065973333603,1.0
204,0.05176361999719094,0.2406065973333603,1.0
205,0.06972159403494897,0.2406065973333603,1.0
206,0.059042815380650024,0.222402033407909,1.0
207,0.05899912211056659,0.222402033407909,1.0
208,0.0552714558655069,0.222402033407909,1.0
209,0.05897195642669428,0.222402033407909,1.0
210,0.06578620562387329,0.2406065973333603,1.0
211,0.05707674191900698,0.22406133566771755,1.0
212,0.0755899876712649,0.2317970033497617,1.0
213,0.06349050454671777,0.2317970033497617,1.0
214,0.05892700019141141,0.2317970033497617,1.0
215,0.05515250282571105,0.2652920289379952,1.0
216,0.07734003223949869,0.2689769905933024,1.0
217,0.05077299766298335,0.2660113703751363,1.0
218,0.06468146851379508,0.2660113703751363,1.0
219,0.05782630346164469,0.2689769905933024,1.0
220,0.055940532694877906,0.2652920289379952,1.0
221,0.06221965499168727,0.2317970033497617,1.0
222,0.05480078493632796,0.2317970033497617,1.0
223,0.04301411133098226,0.24396943152909917,1.0
224,0.055323647642554194,0.24396943152909917,1.0
225,0.05820950177705951,0.27184551823247555,1.0
226,0.04675040682407718,0.29367898642709583,1.0
227,0.07067918988699748,0.28372056306964843,1.0
228,0.07442967849920477,0.2660113703751363,1.0
229,0.05345862818405982,0.2660113703751363,1.0
230,0.06194530289555837,0.2586963149800086,1.0
231,0.0506502219979272,0.2586963149800086,1.0
232,0.052616534478516996,0.2586963149800086,1.0
233,0.060734836300405944,0.22071688090442243,1.0
234,0.05147658746451132,0.2017105527708721,1.0
235,0.04816011933141878,0.2160411246440403,1.0
236,0.05541842320641528,0.24353211737217886,1.0
237,0.05844920660251776,0.2564051895741919,1.0
238,0.04481942191487706,0.2564051895741919,1.0
239,0.06983141516475144,0.2564051895741919,1.0
240,0.052048946340749414,0.24109787336872088,1.0
241,0.05379603526732152,0.2160411246440403,1.0
242,0.07038042759117757,0.22299664971845545,1.0
243,0.04612457164084269,0.22071688090442243,1.0
244,0.05230055699500681,0.2252475209743243,1.0
245,0.06676948457616017,0.24117668058019337,1.0
246,0.08296856781004847,0.24117668058019337,1.0
247,0.06036330606159734,0.2390216672462033,1.0
248,0.04908835813572747,0.22657828698089572,1.0
249,0.05879912796484556,0.22657828698089572,1.0
250,0.050766003349536556,0.22414477121456425,1.0
251,0.04362156754869398,0.22414477121456425,1.0
252,0.05721543244176132,0.22657828698089572,1.0
253,0.0550827028124082,0.22528122351452293,1.0
254,0.06866305763840128,0.21319702681034297,1.0
255,0.04751154937363815,0.21319702681034297,1.0
256,0.07990452527014465,0.22528122351452293,1.0
257,0.05898193246575549,0.22528122351452293,1.0
258,0.0449315705637066,0.21319702681034297,1.0
259,0.05112134134220178,0.22299664971845545,1.0
260,0.07569877796399457,0.24860429042860357,1.0
261,0.07027269604373096,0.22789881912459117,1.0
262,0.07897075520565601,0.2017105527708721,1.0
263,0.04368287826952057,0.23494419710066236,1.0
264,0.05350908028223657,0.2789729078828665,1.0
265,0.049748581622290095,0.24147702121816558,1.0
266,0.05383749373693167,0.2160411246440403,1.0
267,0.05096205263043655,0.24109787336872088,1.0
268,0.07018423933429602,0.24860429042860357,1.0
269,0.03896696210396948,0.2440310534428387,1.0
270,0.04760963234941676,0.2492472957855364,1.0
271,0.05048380043600407,0.22789881912459117,1.0
272,0.05807012897966586,0.21319702681034297,1.0
273,0.05180215264670107,0.21319702681034297,1.0
274,0.054365772990595945,0.24147702121816558,1.0
275,0.05354453126860934,0.24147702121816558,1.0
276,0.06328644835242471,0.21319702681034297,1.0
277,0.042523679404971204,0.22414477121456425,1.0
278,0.043262352590920136,0.2160743503356299,1.0
279,0.04421058399801059,0.22960180182213286,1.0
280,0.038001964890328435,0.22789881912459117,1.0
281,0.03890026233354073,0.2017105527708721,1.0
282,0.043161628554735265,0.23494419710066236,1.0
283,0.04921988243704571,0.253222368169396,1.0
284,0.04566188834798398,0.236832628081476,1.0
285,0.04690432801333922,0.2573335576228568,1.0
286,0.05207114633208475,0.2594931495085621,1.0
287,0.059272379793268506,0.2595143361340478,1.0
288,0.04523844089376311,0.26026288097124717,1.0
289,0.05461543136613707,0.24542253657204763,1.0
290,0.05586411665277165,0.24542253657204763,1.0
291,0.05415164127832327,0.26026288097124717,1.0
292,0.04255575118511631,0.2595143361340478,1.0
293,0.04644423143450452,0.2594931495085621,1.0
294,0.06304981388600424,0.28384516248598946,1.0
295,0.04601376968339008,0.28384516248598946,1.0
296,0.06560039729118894,0.28384516248598946,1.0
297,0.06643408000837255,0.29367898642709583,1.0
298,0.06321513781401905,0.27184551823247555,1.0
299,0.0510597432469424,0.2652920289379952,1.0
300,0.040467135802988406,0.2870112938686762,1.0
301,0.05749498822199929,0.25978856271835593,1.0
302,0.046366788789374364,0.23140454681858802,1.0
303,0.05134518821685904,0.23140454681858802,1.0
304,0.058956627399006103,0.2160411246440403,1.0
305,0.056641877384593295,0.2017105527708721,1.0
306,0.061087376645794375,0.23494419710066236,1.0
307,0.06311041667226805,0.2789729078828665,1.0
308,0.05613011330442842,0.24147702121816558,1.0
309,0.04602299052126764,0.2017105527708721,1.0
310,0.04114086591911437,0.22071688090442243,1.0
311,0.044478285324572056,0.22071688090442243,1.0
312,0.02952553097266332,0.2252475209743243,1.0
313,0.05044268004479948,0.253094024750211,1.0
314,0.03501741034132973,0.253094024750211,1.0
315,0.05119708795450077,0.26374270589377063,1.0
316,0.058274017550375076,0.2660113703751363,1.0
317,0.04060805284987645,0.2660113703751363,1.0
318,0.035719666264422835,0.26374270589377063,1.0
319,0.05628902773269737,0.2252475209743243,1.0
320,0.03635935413231803,0.2248025915674093,1.0
321,0.04418577865659965,0.2248025915674093,1.0
322,0.03514759968492426,0.22071688090442243,1.0
323,0.07940187506887778,0.2063946938684984,1.0
324,0.0463853206545631,0.20273773596809574,1.0
325,0.05609343040482497,0.20273773596809574,1.0
326,0.036192146666555666,0.2063946938684984,1.0
327,0.03629418869527127,0.22071688090442243,1.0
328,0.05163092140992742,0.1800891547038181,1.0
329,0.04713603383677541,0.1800891547038181,1.0
330,0.04498862622500022,0.22071688090442243,1.0
331,0.037983989615355304,0.22071688090442243,1.0
332,0.0411678426270084,0.22071688090442243,1.0
333,0.031961609024585044,0.22071688090442243,1.0
334,0.05415818302368906,0.23494419710066236,1.0
335,0.055152632424063056,0.23494419710066236,1.0
336,0.050936212371836334,0.22071688090442243,1.0
337,0.03759563531243926,0.2440310534428387,1.0
338,0.0655509969811881,0.2388428307419323,1.0
339,0.03544840980424732,0.2337141019425206,1.0
340,0.038295131837174326,0.2337141019425206,1.0
341,0.041357236736365544,0.2337141019425206,1.0
342,0.05020421775344765,0.2337141019425206,1.0
343,0.047347954202383705,0.2337141019425206,1.0
344,0.03992122021313844,0.2337141019425206,1.0
345,0.034779562706291026,0.2337141019425206,1.0
346,0.044922482527447724,0.22406133566771755,1.0
347,0.04639383709756693,0.22406133566771755,1.0
348,0.04109953290980511,0.2409564881445233,1.0
349,0.05104970778480038,0.2610616703377626,1.0
350,0.05230265107856462,0.28384516248598946,1.0
351,0.05401053181584502,0.28384516248598946,1.0
352,0.05219451834506296,0.25881389560819185,1.0
353,0.053578913558307184,0.24860429042860357,1.0
354,0.04906020321934636,0.22960180182213286,1.0
355,0.038959165928612045,0.202143748237201,1.0
356,0.04629003165670699,0.19848217353961303,1.0
357,0.043634456828228196,0.222402033407909,1.0
358,0.04125830871763801,0.2406065973333603,1.0
359,0.04212358031524994,0.2337141019425206,1.0
360,0.03431185355660621,0.2337141019425206,1.0
361,0.04193068529088054,0.2409564881445233,1.0
362,0.03888025421445239,0.2409564881445233,1.0
363,0.0424014940841224,0.2409564881445233,1.0
364,0.04389053197991547,0.22361592605034405,1.0
365,0.03207868372275924,0.22361592605034405,1.0
366,0.024739041956945627,0.22361592605034405,1.0
367,0.036918392267163466,0.22361592605034405,1.0
368,0.02836573408232602,0.24555538264352034,1.0
369,0.04545331068135501,0.24048595472937873,1.0
370,0.037487968877406866,0.24048595472937873,1.0
371,0.028597576925031336,0.22071688090442243,1.0
372,0.036409253319248935,0.2248025915674093,1.0
373,0.027137178379473756,0.2248025915674093,1.0
374,0.029970874490046623,0.2017105527708721,1.0
375,0.03353810883747492,0.2017105527708721,1.0
376,0.04445496775970579,0.2017105527708721,1.0
377,0.03920937143069242,0.22299664971845545,1.0
378,0.02720337433363603,0.22071688090442243,1.0
379,0.04430923896645243,0.2017105527708721,1.0
380,0.024717717209234366,0.2017105527708721,1.0
381,0.03440859937451569,0.2248025915674093,1.0
382,0.036828761323750285,0.2248025915674093,1.0
383,0.029151655999445535,0.19848217353961303,1.0
384,0.041469909774785756,0.19848217353961303,1.0
385,0.03749647336915942,0.22071688090442243,1.0
386,0.02704970975775255,0.22071688090442243,1.0
387,0.0316575375136004,0.22071688090442243,1.0
388,0.028828732893800262,0.22071688090442243,1.0
389,0.0430096222941663,0.2017105527708721,1.0
390,0.031153751233854818,0.22789881912459117,1.0
391,0.026362515387148525,0.24109787336872088,1.0
392,0.02274299964871929,0.2160411246440403,1.0
393,0.028501459135239087,0.2160411246440403,1.0
394,0.02291379461920789,0.25978856271835593,1.0
395,0.03378013924661261,0.25978856271835593,1.0
396,0.027578880652754108,0.22709276180615848,1.0
397,0.03327619651055626,0.2160743503356299,1.0
398,0.02213413385727286,0.202143748237201,1.0
399,0.02340403630281284,0.22152978834763662,1.0
400,0.027598057942938518,0.22152978834763662,1.0
401,0.024126341279206112,0.19848217353961303,1.0
402,0.025074334731716025,0.22071688090442243,1.0
403,0.02051142303389055,0.22071688090442243,1.0
404,0.018328064434689834,0.222402033407909,1.0
405,0.02349723695117077,0.2406065973333603,1.0
406,0.023531032790393595,0.2406065973333603,1.0
407,0.01728904224112133,0.2452009710797323,1.0
408,0.026707461318166835,0.22071688090442243,1.0
409,0.023299646331478685,0.22071688090442243,1.0
410,0.02475424697537272,0.2440310534428387,1.0
411,0.030446121705053154,0.2440310534428387,1.0
412,0.03571062085815441,0.22071688090442243,1.0
413,0.02393149095919971,0.22071688090442243,1.0
414,0.018830627327840098,0.24860429042860357,1.0
415,0.035005562031732565,0.264020188868674,1.0
416,0.029110746412858046,0.23494419710066236,1.0
417,0.04563856640157553,0.23494419710066236,1.0
418,0.03668775457820657,0.253222368169396,1.0
419,0.026272432925822292,0.253222368169396,1.0
420,0.034196840725067526,0.23494419710066236,1.0
421,0.03930670285777428,0.22071688090442243,1.0
422,0.02718064868060248,0.2586963149800086,1.0
423,0.024377960839687077,0.2660113703751363,1.0
424,0.04264325225971932,0.2659146060571599,1.0
425,0.04392865785340906,0.23494419710066236,1.0
426,0.03088669534557247,0.19848217353961303,1.0
427,0.04344790805683933,0.202143748237201,1.0
428,0.02860347990851922,0.2160743503356299,1.0
429,0.030234861563729575,0.2160743503356299,1.0
430,0.02781673235034755,0.202143748237201,1.0
431,0.03213604021552752,0.22152978834763662,1.0
432,0.021069225912260455,0.2610616703377626,1.0
433,0.02546489896036634,0.25881389560819185,1.0
434,0.0261866368388862,0.24048595472937873,1.0
435,0.02592424502376111,0.24396943152909917,1.0
436,0.02383848777753636,0.24396943152909917,1.0
437,0.0360124849029874,0.23755413258592864,1.0
438,0.03575214365156282,0.23590800299249484,1.0
439,0.025979880094937867,0.23590800299249484,1.0
440,0.06610528466421764,0.23755413258592864,1.0
441,0.04018384302002449,0.24048595472937873,1.0
442,0.02387307141773197,0.22071688090442243,1.0
443,0.027862113182621818,0.222402033407909,1.0
444,0.03940514021403897,0.222402033407909,1.0
445,0.03379277233845017,0.1800891547038181,1.0
446,0.02428564322039939,0.1800891547038181,1.0
447,0.025956987231939715,0.2000919113647228,1.0
448,0.02578713955806449,0.2000919113647228,1.0
449,0.018477097744020638,0.2017105527708721,1.0
450,0.0268022508907119,0.2017105527708721,1.0
451,0.026622577169207618,0.19848217353961303,1.0
452,0.02893690558970919,0.202143748237201,1.0
453,0.0340251017022384,0.202143748237201,1.0
454,0.02287707882310939,0.202143748237201,1.0
455,0.024856310430755105,0.202143748237201,1.0
456,0.01618860576670719,0.202143748237201,1.0
457,0.030257477630645575,0.2160743503356299,1.0
458,0.029548730412694738,0.2160743503356299,1.0
459,0.026059659021750385,0.202143748237201,1.0
460,0.029722605013512843,0.202143748237201,1.0
461,0.023840386639718283,0.202143748237201,1.0
462,0.021737532452829344,0.2151576705219094,1.0
463,0.02724874852999646,0.2151576705219094,1.0
464,0.020599928179464676,0.2151576705219094,1.0
465,0.025853156980165517,0.2151576705219094,1.0
466,0.01605649611111297,0.22152978834763662,1.0
467,0.023694019023797128,0.2409564881445233,1.0
468,0.031905120690661426,0.2409564881445233,1.0
469,0.022573152645495254,0.22361592605034405,1.0
470,0.021130427001753653,0.22361592605034405,1.0
471,0.021512102124658455,0.2409564881445233,1.0
472,0.020709136027639578,0.2337141019425206,1.0
473,0.0253096588194804,0.2337141019425206,1.0
474,0.030199777931529607,0.2409564881445233,1.0
475,0.028977645872696557,0.2409564881445233,1.0
476,0.024078248342905277,0.2337141019425206,1.0
477,0.018743876743124162,0.2337141019425206,1.0
478,0.02143792859933955,0.2406065973333603,1.0
479,0.012034941360055163,0.2406065973333603,1.0
480,0.01533091723624593,0.2337141019425206,1.0
481,0.021868060611819118,0.2337141019425206,1.0
482,0.01678780997828758,0.2409564881445233,1.0
483,0.024757202228373635,0.22152978834763662,1.0
484,0.029539770278784464,0.19848217353961303,1.0
485,0.02021040328548073,0.19848217353961303,1.0
486,0.019720322955839933,0.202143748237201,1.0
487,0.017162816334558774,0.202143748237201,1.0
488,0.015874273594133563,0.2151576705219094,1.0
489,0.02449908833670958,0.2151576705219094,1.0
490,0.016881551063426117,0.22152978834763662,1.0
491,0.01575184204598758,0.2486592100223846,1.0
492,0.02585755095915727,0.21803365800246494,1.0
493,0.01911514879430852,0.22440724129458647,1.0
494,0.025790977771471293,0.22440724129458647,1.0
495,0.016244819138716997,0.22104109314879092,1.0
496,0.027175805945293348,0.23791463534727222,1.0
497,0.019263245837170147,0.2424628887188669,1.0
498,0.0216694616684302,0.24293864088290398,1.0
499,0.014954937380147078,0.24293864088290398,1.0
500,0.02651237362381601,0.24025208133955625,1.0
501,0.02071500316210187,0.24698539145832626,1.0
502,0.02053597930095509,0.2516074553770841,1.0
503,0.023044873381798704,0.24293864088290398,1.0
504,0.013761559653437973,0.24293864088290398,1.0
505,0.01907363565119517,0.2516074553770841,1.0
506,0.02003212851378078,0.24698539145832626,1.0
507,0.01852433671551742,0.24698539145832626,1.0
508,0.016978254689169567,0.2529087152476281,1.0
509,0.020277444951435512,0.2529087152476281,1.0
510,0.021270915653503093,0.2516074553770841,1.0
511,0.025003928178034054,0.2424628887188669,1.0
512,0.031977651944645524,0.2424628887188669,1.0
513,0.02242733379804676,0.2516074553770841,1.0
514,0.02887387486919827,0.2516074553770841,1.0
515,0.02461295144014939,0.2516074553770841,1.0
516,0.03357092257841903,0.2516074553770841,1.0
517,0.01766312265430137,0.25525187038683467,1.0
518,0.03207764902820529,0.23734277589065683,1.0
519,0.02698836473941322,0.23734277589065683,1.0
520,0.021106736346324546,0.2672539895997749,1.0
521,0.01033107431054657,0.2672539895997749,1.0
522,0.022120200465782405,0.2672539895997749,1.0
523,0.015496983147223538,0.23640497403509003,1.0
524,0.01652530685206725,0.22661614543010664,1.0
525,0.01606337144834688,0.23527067928637926,1.0
526,0.022158800165878484,0.23804284989308241,1.0
527,0.024552972869268615,0.2364691261180048,1.0
528,0.018951898695526232,0.24261912579226694,1.0
529,0.015492085823975058,0.20431208998691286,1.0
530,0.024118029980329886,0.20431208998691286,1.0
531,0.024483450727455225,0.22926308900667564,1.0
532,0.014674907847544605,0.22260453339617042,1.0
533,0.013085257581794608,0.22253820929303644,1.0
534,0.024142553835636384,0.24386222328190899,1.0
535,0.02696387356570801,0.25326833879325233,1.0
536,0.021406850719493893,0.25326833879325233,1.0
537,0.019696874773534906,0.2684140069121871,1.0
538,0.017785994436319556,0.2684140069121871,1.0
539,0.01931856397635558,0.25859443944531285,1.0
540,0.022311363905739304,0.2564696010862404,1.0
541,0.026086345671304727,0.2564696010862404,1.0
542,0.01905067263980578,0.2564696010862404,1.0
543,0.024677277362494657,0.2564696010862404,1.0
544,0.0241461333508921,0.25859443944531285,1.0
545,0.022477134403363457,0.24386222328190899,1.0
546,0.01576417574043359,0.22328532071955037,1.0
547,0.013758878902782302,0.22328532071955037,1.0
548,0.01855845390172074,0.23931355501241514,1.0
549,0.01490664212784682,0.23931355501241514,1.0
550,0.014015427991657493,0.24386222328190899,1.0
551,0.015702366346523736,0.2437150737914374,1.0
552,0.02067535167544815,0.2437150737914374,1.0
553,0.025473347199641526,0.2684140069121871,1.0
554,0.013094908112382286,0.2684140069121871,1.0
555,0.02088399234751862,0.27223928740015724,1.0
556,0.021199738595542875,0.25768907725948015,1.0
557,0.015383960813321289,0.25768907725948015,1.0
558,0.01579063507884055,0.26130647963928094,1.0
559,0.015166230108194217,0.26130647963928094,1.0
560,0.01456710501652797,0.26130647963928094,1.0
561,0.019449781858602425,0.22533816550595462,1.0
562,0.021006470351642284,0.22607728632997015,1.0
563,0.017377149467082093,0.25769797360370195,1.0
564,0.016161788014795883,0.2437150737914374,1.0
565,0.014952292932764361,0.23016570817493495,1.0
566,0.01730160896331327,0.23649864581432128,1.0
567,0.016518110212846195,0.23756527564770152,1.0
568,0.013011764713961982,0.2313380417350895,1.0
569,0.019429913731820465,0.24180215603370656,1.0
570,0.01903644280832109,0.2564696010862404,1.0
571,0.015132441691647727,0.24581137951201293,1.0
572,0.0332117994269214,0.24450527211354528,1.0
573,0.02415050055449344,0.24450527211354528,1.0
574,0.019927363674207464,0.25097722178941984,1.0
575,0.019949203326767147,0.24343470378858345,1.0
576,0.025895260618573532,0.24343470378858345,1.0
577,0.030270155195793447,0.25967450148871707,1.0
578,0.022776422191813875,0.25967450148871707,1.0
579,0.02240100883357321,0.25967450148871707,1.0
580,0.021900445321356474,0.2607842360221379,1.0
581,0.020366579437540906,0.2607842360221379,1.0
582,0.013662519802442055,0.2607842360221379,1.0
583,0.01583412541203861,0.25721278605063774,1.0
