episode,episode_reward,path_length,jammed_steps,total_latency,avg_bandwidth,avg_pdr
1,-78.59149668324318,144,40,35.58316784152035,1.0,1.0
2,-14.10031344186214,35,3,8.28361321427796,1.0,1.0
3,-18.722776678676095,42,2,10.05991855048214,1.0,1.0
4,-12.768821353692072,36,0,8.633472266989697,1.0,1.0
5,-6.161525822465768,21,0,4.959407736932514,1.0,1.0
