timestamp,model,episodes,training_time_min,avg_reward,max_reward,min_reward,success_rate,avg_path_length,avg_jammed_steps,avg_latency,avg_bandwidth,avg_pdr,final_50_avg_reward
20260202_212405,GCN_DTAware,5,0.24,-26.069,-6.162,-78.591,0.0,55.6,9.0,13.5039,1.0,1.0,
