episode,episode_reward,path_length,jammed_steps,total_latency,avg_bandwidth,avg_pdr
1,0.2332221154998455,3,0,0.7161582159899051,1.0,1.0
2,-61.95359180370011,156,0,38.01778730960824,1.0,1.0
3,-14.157446336031668,36,5,8.93159734679055,1.0,1.0
4,-35.04055416898744,67,19,16.626468993843943,1.0,1.0
5,-81.55945949377025,187,15,42.407761988195425,1.0,1.0
