episode,Multi-Agent_GCN_DT_50_agents_reward,Multi-Agent_GCN_DT_50_agents_path_length,Multi-Agent_GCN_DT_50_agents_jammed_steps,Multi-Agent_GCN_DT_50_agents_latency,GCN_Baseline_4_features_reward,GCN_Baseline_4_features_path_length,GCN_Baseline_4_features_jammed_steps,GCN_Baseline_4_features_latency
676,1.01,1,0,0.24916330840849943,-314.7333634259779,500,222,114.19134580327734
677,1.2686424912987175,4,0,0.9013335091726934,-0.24246529070294787,8,2,1.914377624622224
678,-0.8193141471830592,6,1,1.452823544999248,-9.643511579950744,19,7,4.090380559675379
679,1.4466291707471366,3,0,0.6430156118007047,0.48815106301851513,6,0,1.453471234788606
680,-2.822779163760366,9,3,2.061575918952556,0.8877213589046078,6,0,1.4501006631836055
681,0.48915174572453457,4,0,1.0069120114841739,-3.5611578490778886,9,3,2.1085990977453513
682,-0.7004683521717391,7,0,1.5475687128285638,-40.27546840557689,103,0,22.028487259030648
683,1.5377135431273574,2,0,0.507251007643913,0.47953948820400205,4,0,0.9526248274196666
684,-4.720632647529161,17,1,3.930744607101764,0.20370857680499266,5,1,1.1875248587636622
685,-11.103869615943557,29,7,6.990211932080155,1.2727999189655212,3,0,0.7903764215987021
686,1.548427826227033,2,0,0.5032418864238501,1.7710698514621386,4,0,1.023331294618421
687,-15.34742017018093,43,3,10.197084535028855,-16.394253279480303,28,18,7.075471117106971
688,-1.919940911958808,14,0,3.1627796865574256,-19.975006210338023,58,0,14.67145485162941
689,-11.80335254715941,37,0,8.827106484360794,1.7156101276052305,5,0,1.218892696850409
690,-1.5728715890142702,8,1,1.938966645726623,1.01,1,0,0.2730181316908478
691,0.05839837908860712,8,0,1.8148054404136014,0.1668146887833264,7,0,1.7341764692661439
692,-6.324815103611322,21,2,5.083366601737081,-318.4054578001014,500,250,130.16505788930056
693,0.7580045768723253,2,1,0.49973661581665263,0.7863009944650814,6,0,1.3977807075830517
694,-2.3701003365700686,12,0,2.8339846984037997,-133.1669297402414,500,0,120.57966734138745
695,-6.471802022924027,10,7,2.527709624441518,-2.833883443626355,15,1,3.624722945856899
696,-4.861865848194497,15,0,3.299506271242716,0.5599181068323141,3,0,0.6665212034567224
697,-0.907502448840027,8,0,1.9595940494764228,0.44244707588176635,4,0,0.8761542086195363
698,-1.3703297826641216,12,0,2.922364394416736,-95.7419771321162,221,0,55.62322231245528
699,-4.806202532316937,19,0,4.54103987045378,-229.74068470210705,500,177,114.77596802483245
700,-0.7748040630196007,9,0,2.1807731578994947,-223.56979783399262,500,0,124.69813509405687
701,-4.4113768080014495,14,2,3.2398214811774975,-189.63758568516715,500,0,120.98158353302972
702,-6.589001122874949,20,1,4.747020320040789,0.43933921087476036,1,1,0.23292682285631244
703,1.7308772718467766,4,0,0.9599863280022166,-93.22908946349614,195,0,48.91576695512015
704,-0.7041406454014765,8,0,1.7516422803815592,1.6632852972461132,4,0,0.940853364142888
705,-1.4823669621823585,8,0,1.7300380630619698,-3.0684595481236236,15,0,3.613828473351486
706,-3.6677887762172516,15,0,3.4929693740910577,1.3007790164893043,1,0,0.24741147062272625
707,-2.915641599665375,13,0,3.3894144163788194,-24.456130089352165,62,0,15.126803147981265
708,-0.10159617809130062,7,0,1.6232898806675196,-198.73616800866608,500,0,126.84335148024041
709,-1.7817416121463157,10,0,2.7120962681508582,-55.386757507318194,93,46,22.03962416630261
710,0.983241867700733,3,1,0.7364952484705138,0.9549469127006698,3,1,0.6800437443471904
711,0.9821792434100631,5,0,1.171577396209262,-19.659943899303027,54,0,12.652632298859109
712,-2.9702340325746803,14,3,3.2016078164061272,1.4348611617979397,4,0,0.9516083441518616
713,-5.177540150520479,18,0,4.361083723624164,-189.56873345839367,500,0,120.93253943910545
714,0.6733359062274351,5,0,1.3224572868633908,1.2471887937709947,2,0,0.5122928057579068
715,-8.127443542093193,26,0,6.011732053026671,-21.85903710953076,61,0,14.267739202423535
716,0.7784695876710656,6,0,1.4928249168352723,1.0352838037192638,3,1,0.7969278259471819
717,-1.2389285058711248,10,1,2.3638224028947508,1.4432863106829301,3,0,0.7042745980988333
718,-1.3137746083211745,8,0,1.908998816753043,0.42309822258636476,3,2,0.6977127976899768
719,0.12004794584042133,5,1,1.12174672461304,0.6466064467661178,6,0,1.4326077309370748
720,1.01,1,0,0.2779475941856004,1.01,1,0,0.2396621318524102
721,1.512085968347282,3,0,0.7570620816853819,-31.292952938496764,84,0,17.390406910757896
722,-7.148781838863578,14,9,3.2643694477367124,1.01,1,0,0.2378110929079399
723,-3.9307904067483914,8,6,1.914652689642083,-10.203489483673595,18,9,4.615624166961263
724,-3.1238260991293787,13,1,3.289990103542457,-21.970448224960506,61,0,13.550062107886033
725,-4.047639216836751,11,0,2.6033759232778406,1.2616923469906058,2,0,0.5151349915757142
726,-0.008900461510040314,5,1,1.180185741882644,1.2318409500516574,2,0,0.5018016884496914
727,-3.4675211219931903,15,0,3.7144085949728285,-198.8702641490157,500,0,112.11859527249213
728,1.7384825455129382,3,0,0.6868397604459546,1.8154476923902796,4,0,0.9520077186202189
729,-1.3331730084995836,3,3,0.6362888820112964,-182.34746940507526,500,0,135.32006491852098
730,0.22526611737452218,3,0,0.7013188200785302,-197.35797535908353,500,8,107.13966623931158
731,1.2051379537197662,5,1,1.1646599855927144,-14.150137900649513,46,0,10.246363382825612
732,-4.276251829342835,10,5,2.4838624304683092,-163.20664803838693,500,0,112.88740237935764
733,1.4186237034894662,3,0,0.718034898494036,-37.80433792892788,66,31,15.708724263869701
734,1.01,1,0,0.23010796526711116,-11.302031004518698,37,0,9.917592653327072
735,-11.520247501957526,36,0,8.615357741200066,-76.29531957628917,175,25,42.35822317604991
736,0.10101306550031441,8,0,1.9436240816913932,-26.91546968456671,34,32,8.153322452000717
737,-4.167151288205567,16,2,4.126820163801513,-17.349574196277036,52,0,12.275546996398303
738,0.2203051628987842,8,0,1.864799710541908,-53.34841911029071,146,1,36.11898985077529
739,-2.6809406990926012,8,1,1.7943694674675068,0.012453769933904013,6,0,1.4347647163677202
740,0.5279819200927085,4,0,0.8919184827977917,-5.325767314226065,23,0,4.852330455543746
741,0.31897464772313344,6,1,1.3288351562875262,-70.89332042120063,187,0,52.86870873627498
742,-0.25406296693714703,6,2,1.5058590434103178,-1.263815259006265,5,1,1.1616959822198105
743,1.223467529195858,2,0,0.4030349570266757,1.6903843898966997,4,0,0.9147343035478593
744,-2.6548655652382296,12,0,2.7468551804550017,1.5183698543807485,2,0,0.4326489835103001
745,0.7488269686463276,5,0,1.163024523286521,1.2598370579921752,2,0,0.47250047133793927
746,-1.2790210141106253,9,0,2.0408134080119793,-0.16560322269612304,6,2,1.459396109842031
747,-13.67759884186791,34,7,8.0250664837233,-22.249655651091178,65,0,15.679732917666078
748,1.4600791413586065,3,0,0.6679841009311627,-22.97842929688897,66,0,15.073373516369939
749,0.5599049967421448,5,0,1.426555013367807,-18.0406175326549,55,0,13.952988122297192
750,-20.6084435780639,47,11,11.328417747806991,1.24841778357413,3,0,0.7206163678572804
751,-10.900829023800979,27,7,6.5943512690137345,0.4225774801667769,3,2,0.6396497927499146
752,0.5372699979773427,3,0,0.6842419177534274,-13.517409474531277,42,0,10.94011918830222
753,-1.7677052531417539,11,0,2.668684387741841,1.489239001965071,4,0,0.952636744105537
754,-0.3979693366680195,11,0,2.6832740627250438,0.0038463271278992295,5,1,1.2088226482804099
755,-1.074514463805061,7,2,1.641323383924039,0.7208563501246541,3,1,0.6172974884190742
756,1.2648707263736831,2,0,0.5044932307456517,-13.959596966561843,48,0,11.29048914532726
757,1.31,1,0,0.21176853394312153,1.7328238942329017,4,0,0.9818784545492905
758,-10.472344188526023,18,13,4.132614444972321,1.7071928987044835,3,0,0.6439541772897561
759,-9.101070728060993,16,9,4.090361480470237,1.3080036831720416,1,0,0.23243405759231323
760,1.4581933131487737,3,0,0.7132968438229825,-30.150983722641357,69,0,15.976063474969735
761,-0.6690929448917097,6,3,1.3535891413059842,1.3642128420207842,3,0,0.7219094785137531
762,0.9744628634229913,8,0,2.007869568882725,-328.67972615460553,500,272,112.67666202148642
763,-4.374324529935283,16,0,4.287007681397995,-13.720819269519659,40,0,8.884044111109958
764,0.9528737706314534,3,1,0.6523642249335566,-22.195420150286694,61,0,13.269124338433555
765,-0.2824862587794783,10,1,2.355708695254386,0.933439531557895,3,1,0.6956879480068415
766,-0.02426102483602155,8,0,2.0797343039289555,1.5101913116275254,3,0,0.738599242029899
767,-7.797927154352758,26,0,6.267450603357774,0.47248120403944627,4,0,0.9451555526157196
768,0.7376045862930432,7,0,1.6043301844980236,1.6567815488512099,4,0,0.9392946558177186
769,-4.7189458149576025,14,4,3.454445155618987,-170.46330737688075,500,0,113.67818847267192
770,0.2576472946085254,3,0,0.7382034401854233,-172.77161715076147,500,0,114.76595819659428
771,-9.563895036191616,28,0,6.881611068169884,-181.70960913339562,500,0,136.59485844915133
772,1.1943996954600142,2,0,0.43792156204177896,1.5394839788369545,2,0,0.4691289302922227
773,-7.917111095316571,23,3,5.464071126345626,1.4393669215121927,3,0,0.6868013338097427
774,-0.3016739653271163,7,0,1.7289850717381756,0.5853967080250727,5,0,1.3302199003551853
775,1.5531161519683967,2,0,0.4840059076740775,1.7409388744075471,5,0,1.162500645234695
776,-7.119654999125293,14,6,3.4677266652065057,-27.82365180983663,44,21,9.680799020914504
777,0.2821873255195134,3,0,0.7623083537127644,-6.373449300660484,23,0,4.886300470832522
778,-1.0102062853365408,4,0,0.9842311938668045,-16.31548004479717,52,0,12.426260791381173
779,-5.236802777057932,12,5,2.8092165794375537,-198.3893564966192,500,11,110.43335504755098
780,-0.5366739377454663,5,0,1.1973526197354323,-22.56112230748679,62,0,12.970338166211139
781,1.974944313979662,4,0,0.9243290942735731,1.7930798670379233,3,0,0.7304927962224519
782,0.6610269850853286,2,1,0.4798737453411465,-281.5587276489174,500,183,111.24586803888305
783,0.38658126186057695,6,0,1.4775830293092491,0.9487166582762802,1,0,0.23704670160754227
784,-2.3330676880996313,15,0,3.5865282229788997,-13.436083899755937,41,0,9.28751483349338
785,0.49620611331883724,4,0,0.9513872334899072,-191.5131156118533,500,0,109.56580463306766
786,0.7630212705099044,2,1,0.513321473049506,-201.39131971708383,500,0,112.45796623577804
787,1.01,1,0,0.23957155069829167,-17.64022326245989,51,1,11.135457632130983
788,0.6318787237729127,4,0,0.9037308231606991,-46.85399377856802,133,0,32.213633254209576
789,-1.111596715849283,11,0,2.630273223349622,1.5644735882987748,2,0,0.5127502837425395
790,-11.210640268290733,33,3,8.08819235074879,0.47081191468048245,4,0,1.01246246394966
791,-0.7562827019843625,9,0,2.151310287293696,1.281867827974539,2,0,0.5370901469172243
792,-3.6716151009861164,16,1,3.6767821980765594,-5.319860034206979,14,5,3.129863936678824
793,-3.7434379071450126,14,1,3.2561829270437164,1.6683987176394135,4,0,0.9911946660654312
794,0.2483384805198401,8,0,1.9407345779855365,-14.007558417702084,45,0,10.115792808081501
795,1.006321167194539,4,1,1.015609064239409,-186.5348414998097,500,0,128.16643329630932
796,-0.4937316505410869,5,0,1.2239633082763355,1.7595218072085341,5,0,1.129606039246914
797,-0.8086048313641765,7,0,1.8014677588233334,-6.4552141520482635,28,0,6.551470861325252
798,-0.009372072318832192,9,0,2.1396687019806406,1.0048302464863967,1,0,0.2165666711201143
799,-1.7083440846761608,7,3,1.6294876170294124,-38.07122824844606,85,1,20.917508770193773
800,1.2666332830037295,2,0,0.5196689088084725,-39.9588786249144,93,0,22.372976126634097
801,0.9771228495827438,3,1,0.7464287338266864,-16.587874580850844,53,0,12.726174166559307
802,1.307303736403982,1,0,0.24151112300979863,-18.701711867627083,64,0,15.261251779248813
803,0.9426539597387191,3,1,0.7418716831136676,-5.569439578717038,21,0,5.1442621961219
804,0.46399758545551784,6,0,1.5621150570786135,0.6284678606757759,6,1,1.3461958459683867
805,-1.2836874124745736,11,0,2.5036415089029926,-233.20990333766144,500,0,112.30976044023325
806,1.465565146611125,3,0,0.6825287578620255,-11.49273935152765,36,0,7.394200676598298
807,-1.2818725336925612,5,4,1.341666542196762,2.1583121291497207,6,0,1.3450243584439576
808,0.46002911141054814,4,0,0.9562476358348956,1.0469680145841282,4,1,0.8407673584597181
809,1.4275833175395989,3,0,0.6637588567742267,-282.47294775199185,451,224,104.82023849704461
810,0.6837750681236424,5,0,1.2945659128254225,-13.352866629915294,43,0,11.010696687736079
811,0.6671532081080672,5,0,1.1146029441142666,1.4832346190440617,3,0,0.7100644318326561
812,0.49964901885053736,4,0,1.0096003808025684,-250.24519175165327,500,72,125.95590197857865
813,1.850587767232037,4,0,0.928754789647422,0.00894499426434403,8,0,1.8660581029795384
814,-4.5404319063935965,19,0,4.291535937810626,1.3176886042927605,3,0,0.6986437374007178
815,-4.987599097740642,20,0,4.950037231130547,-0.014102749788319269,6,0,1.388078637795146
816,0.2625043596554787,3,0,0.8337479695886486,1.03137168411123,3,1,0.7645341936131713
817,-8.867716086219804,30,0,7.343671275900234,-0.8790229663018715,6,3,1.4320745074331747
818,0.9802188430373706,5,0,1.155173032819333,1.31,1,0,0.19964550555098767
819,-4.960959559778586,19,2,4.614208362598736,0.534372588808977,4,0,0.9825584926940394
820,0.5063800605880557,4,0,1.0125447935167693,1.4816356680159588,3,0,0.7282279894865262
821,0.7713545535785199,2,1,0.5432941760632024,-26.23345106133538,75,0,17.690326956567986
822,-6.859190219322805,21,0,4.887697414031475,0.9108436177039969,4,0,0.9410084564141128
823,1.2307520538584587,3,0,0.8047785462192144,1.01,1,0,0.2618207882731759
824,-8.760674509067227,17,7,4.271708634888688,-30.558733879102213,84,0,19.412871981190282
825,-0.6159657992663861,10,0,2.5359571464560413,-17.0702064108721,52,0,12.946768219087275
826,-0.028278359369696915,4,1,1.0607601719271729,-29.635700845400176,52,24,12.868452582326727
827,1.2412772303431565,2,0,0.4516093047711446,1.2708545149749484,2,0,0.5016826263242196
828,-1.2176584721361006,3,3,0.7879759955008847,1.48630733263994,3,0,0.730275801126127
829,-2.32930607318601,9,0,2.1444409755490947,-192.83430514422744,500,0,124.30432863672691
830,-0.19097700563401632,6,0,1.5680873595559937,-192.50521572009086,500,0,111.70851076000514
831,-0.3097085978074401,7,0,1.4061748989401628,0.020272878093929192,4,1,1.0290496715295352
832,1.5350095979626577,2,0,0.457712328272334,1.31,1,0,0.24414043663148616
833,-0.014535790956694994,7,0,1.7415579211575245,-199.1669674697561,500,0,101.68552472503717
834,-0.790468572760805,9,0,2.2545192889469288,1.283002979117481,1,0,0.2341327793881578
835,1.2324531666487437,3,0,0.734793288626288,0.799993420572548,3,1,0.7113265916395963
836,0.037375708193132795,5,1,1.2215401453053925,-18.27172482094304,55,2,13.188928019679441
837,-5.084599921623817,14,6,3.374414471786455,-25.642048781424506,71,0,15.00843070940799
838,-7.902154746878888,17,5,3.8947724099930827,1.2416578974389105,2,0,0.4322848343631306
839,1.6834312256806294,4,0,0.9349277095564872,1.526851745305818,2,0,0.4232156758813999
840,1.4371788990131724,3,0,0.7309458818898259,-7.06282154321792,25,1,5.7531375410946834
841,0.24734853431558523,5,1,1.2216438951331061,-0.29098059066783155,6,0,1.4025521624694004
842,1.01,1,0,0.24134130111312074,0.7775305566727002,6,0,1.5533935364404505
843,-0.5682145041165243,7,1,1.5654541803888387,0.51,1,1,0.2368145427302799
844,0.9884726682934082,4,1,0.9635300956814175,1.5368176085318193,4,0,1.0114387273345489
845,-1.0271224577776914,7,4,1.7598922601767881,-76.00098303381392,125,63,30.49824328644305
846,-4.833957682118846,9,5,2.1205428095066576,-96.28363671099206,257,0,59.8018796408991
847,0.9756812224695695,5,0,1.2780123000573127,0.012261570325192483,4,1,1.0071161239252246
848,-3.5670985079881263,14,2,3.359259070410197,-199.3534705606034,500,0,113.47692635210048
849,-2.25203403440492,9,0,2.278576116096196,1.7263469004940901,3,0,0.6467855982124062
850,-1.0271502327968554,7,0,1.6410536451132969,0.4813551661675779,4,0,1.0590595966737473
851,0.4596417991997708,8,0,1.8710590987837739,1.1868920902776625,5,1,1.1436118278828256
852,1.4846162980612316,2,0,0.48657561113943637,-6.342336093960078,21,0,4.386850523941892
853,1.434997178876329,2,0,0.5309655083797834,-0.7766868822343092,6,1,1.413545649779511
854,0.448812254699431,4,0,0.9763272958713074,-0.5020182768225416,4,2,0.9744468146733376
855,-0.7811839342666835,9,0,2.0272937622073037,1.6329469234355336,4,0,0.9550574092675728
856,1.5129879704831541,3,0,0.7499142343016312,-191.61072634101777,500,0,100.99281419700702
857,0.4271685033892363,4,0,0.9400330233287897,1.7582705724742504,3,0,0.7214783970976726
858,1.168191221973664,4,1,0.95999300867073,-196.08373391099073,500,0,118.68325742435857
859,-6.658380039942824,20,0,5.21913049927444,1.5404929529397184,2,0,0.4703579251205256
860,1.8973245174762907,4,0,0.8358699406575907,-201.93246726734066,500,19,124.30982693675972
861,0.3170154333024755,7,0,1.7692496037160523,-8.666730677938943,31,1,7.846564770085866
862,0.22799872943505517,3,0,0.7337661844424391,0.7587194247151496,3,1,0.683498109425877
863,1.4166070263738493,3,0,0.7234131119406215,-38.43466531873971,91,1,18.320227896644667
864,1.2202600888718451,2,0,0.4697933481729145,-19.223957190066113,60,0,12.807447649348322
865,0.05378474243363418,8,0,2.091018477027503,-10.412147255504934,34,0,8.086550165276583
866,-2.3696396672811897,14,2,3.107058609053581,1.749395999478196,4,0,0.9180043341476385
867,1.7299816247889153,3,0,0.7519201956109925,0.2544348581827325,5,1,1.1540674898698176
868,-0.2841886157813631,6,0,1.4656733204814687,-190.3275837064678,500,0,112.30816289198742
869,1.2669016325024707,4,0,0.9651658129581517,0.2152828516648384,6,1,1.4592336464820235
870,-5.490388518494753,20,0,4.99666878586595,1.280427652112436,1,0,0.2357616336099614
871,-0.24078500682553083,3,1,0.7149095354201273,0.49833283728704103,4,0,1.0003121778139574
872,0.7224275316431527,2,1,0.4787839598243123,1.504890860025497,4,0,0.8956462624930537
873,-0.23354249263846194,6,0,1.4993508901879966,1.792287411016129,3,0,0.7019439975252146
874,-2.97897154921863,8,3,2.0577366049965917,-15.834866250523971,48,0,12.396272588840606
875,-4.205624257459386,17,0,4.34694071243124,-202.78299457448165,500,0,125.20273898493633
876,-1.4162042330093474,10,0,2.1304535909053604,-1.2586857222977181,11,0,2.7285844539465383
877,0.4699053929615432,5,0,1.1607072507034384,1.4917413544270008,5,0,1.2049662865338984
878,-3.321061061721963,14,0,3.533812728276033,-36.17264225433755,97,0,19.42242096807984
879,0.7660416688879568,5,0,1.2712934741527575,0.51,1,1,0.2559147391513786
880,0.3115984152142379,4,0,1.0135841559895735,-184.07202198166323,500,0,121.20668929746398
881,1.239501695989136,2,0,0.4535071139592036,-197.70133441997677,500,0,118.53586202646149
882,-1.253631755617323,7,0,1.786705233280426,1.0379847072217852,5,0,1.2459677279360752
883,0.2148442749738973,5,1,1.1581239693359517,-1.5442245440274027,6,2,1.5591831393273734
884,0.20038297123923499,3,0,0.7237053817027524,1.566245505590377,2,0,0.5240214878265681
885,-2.274497376895038,14,0,3.260981654527148,1.732495992056317,3,0,0.6918855565878644
886,1.31,1,0,0.23260071768227933,0.7633331323227035,5,0,1.2733817136723213
887,0.5322628805496019,4,0,0.9422736774321713,0.7882335415006911,3,1,0.7029636109352633
888,1.6953315143465308,4,0,0.9712870988136759,0.0755816761796742,2,2,0.46459440928065543
889,-6.72919930122433,24,0,5.460823183690636,-9.747966243371877,33,0,8.188820636083324
890,-4.249102932244369,9,4,2.120132307225432,0.07115392504833085,4,1,0.9183423690548405
891,-3.782265689857934,17,0,3.9579855672929187,-0.5018033426344541,5,0,1.252965573657933
892,-2.6004782349688096,13,0,3.3309326677812665,-1.1261606699338003,5,2,1.1629325356077673
893,0.23986981213697756,2,2,0.4865489826431546,-0.5267723444639321,5,0,1.2032078135988418
894,-2.7776035276447826,15,1,3.375844726980506,1.9151189612618613,5,0,1.1236063364733664
895,-0.2366289758507325,7,0,1.615301147960213,0.9763140318246994,6,0,1.3892573389904452
896,-7.701982758409018,25,0,5.737821260712961,0.4558207542375914,4,0,0.9302989955842289
897,1.2465844993907793,2,0,0.46346713354973634,0.20610298048607778,5,1,1.2010050733367674
898,-1.9680245465126915,10,0,2.421302461566898,-13.592926227860538,34,1,8.172392918093257
899,-0.13305596972795541,6,0,1.3502210230664462,1.5264766291055116,3,0,0.7981820584637371
900,-3.5432382885078133,16,0,4.01876417398602,1.5517461837956046,4,0,1.0002014570411348
901,-0.5699064047254228,10,0,2.4579913086984897,1.383129016199728,3,0,0.7178644292803624
902,1.8733860825107982,4,0,0.8152240764486929,-10.336142981061228,33,0,7.245118936761644
903,1.5369169492342012,2,0,0.49747667164850257,-0.29065745962073286,6,2,1.4459531368788534
904,1.404450258799826,3,0,0.7199462103682336,1.7998568135225432,3,0,0.7719697944188499
905,1.2023833465008764,4,1,0.9429297532168953,-5.852522850884956,19,0,4.532793816868318
906,1.4560299719142578,3,0,0.7281871492108702,0.9498226825262501,3,1,0.7235200796409194
907,1.2537708584744904,2,0,0.5073997988368921,-15.027851689271953,45,1,10.940062165746491
908,0.6430513753207453,5,0,1.2773887090074534,0.4998487454103106,5,2,1.1355825238706816
909,-3.632119523853656,14,0,3.144063455798067,-188.91436786547115,500,2,122.18570532896277
910,1.260319204318224,2,0,0.49630509260942657,1.537599288601425,2,0,0.47916292619581635
911,-3.2250308907463063,13,4,3.464740811763271,1.2879781470438734,1,0,0.25185805357953367
912,0.7259408533586216,5,0,1.2082676585986643,-52.35545706509944,92,47,21.110275040145925
913,-0.2932946184698564,9,1,2.2123027451477935,0.5551790862932099,4,0,1.0639099955241276
914,-1.0524768213381357,9,0,2.1382882782805557,1.509636170024024,2,0,0.42857550773921904
915,0.5088490926090797,4,0,0.9946432804112136,-160.77224008057567,343,21,89.64203454631203
916,0.5493032414928884,4,0,1.0644745887632625,1.5232531659921007,2,0,0.4485145073666996
917,0.8498345505707375,6,0,1.7175586806861114,1.2657872792845324,3,0,0.7410905025028218
918,-1.5214261462268255,7,0,1.7122548941169713,1.7251994029186024,3,0,0.666074238147419
919,0.44222273994033867,4,0,0.9298744235647189,-7.528892428183822,23,0,5.580745720699052
920,0.7361843311587236,5,0,1.246527359967606,-24.136580905083793,69,0,15.204845439752349
921,-2.061937875222436,6,3,1.4518084218722107,1.26569696341245,2,0,0.5313696939975655
922,1.01,1,0,0.2272409659662701,-197.27694257188264,500,0,107.64188410914774
923,1.4857651127392306,3,0,0.6988043333294802,1.2295940373436884,2,0,0.4639584382061467
924,1.707958843843413,4,0,0.9194029186413126,-15.122578115547567,37,0,8.809420992414193
925,1.483399648333789,2,0,0.4102488994189668,0.1382399509135881,7,0,1.7058114673236222
926,0.8970666275573577,5,0,1.1220718126782907,1.5064575829488862,3,0,0.7694396396249676
927,0.4341389156043065,5,0,1.1373903026933352,-186.7946788055674,500,0,141.4440556273895
928,-2.186202794501427,11,3,2.680121424557968,-186.6445899986657,500,0,126.69866627643546
929,-2.2783680308545895,13,2,3.1751474734226504,-183.80714801550755,500,0,130.4124667073494
930,-1.0800288382169356,8,0,1.8449014983474168,-8.700808462463304,29,0,6.832578243743208
931,0.7472138173378032,4,0,0.8803523203223518,1.206062485608017,2,0,0.4544678141978604
932,1.2212925974043805,4,1,0.958730318745308,2.2055574981374635,5,0,1.1855666851177076
933,-1.6290262888612197,10,0,2.2356687872207477,-11.551351033703362,31,0,7.914156445106957
934,0.7077511797230125,5,0,1.1800872421853683,1.1411522882527754,7,0,1.7477227148001266
935,-0.16837859337852634,6,2,1.456210735683424,1.6444584659257342,4,0,0.9051637298090736
936,-6.0837253975689976,23,0,5.639876560772594,1.5725014579790977,2,0,0.5167169056880957
937,-5.0019380748086375,15,3,3.367115940103161,1.5720102693318336,3,0,0.7263963261379841
938,0.23954913062101024,7,0,1.6616030194187685,0.7487262515327339,2,1,0.497765193305312
939,-0.5134639733898972,6,0,1.540532937023557,0.4917422484257643,4,0,0.9839023750285142
940,-1.5128664004510723,6,2,1.3513980794828342,-12.85188277414774,44,0,10.90373101202407
941,1.0836160540895483,5,0,1.2993789044480608,-19.756441072683792,47,0,10.589920089219103
942,-1.5413602158091213,12,0,2.6624535265220235,1.2163987969501617,2,0,0.4686154602811726
943,-2.856122799882396,11,2,2.670057669089229,0.9534352295709224,7,0,1.7346632595796772
944,1.7553864269248471,4,0,1.0148209904906142,-192.16109460265022,500,0,119.05817148076692
945,-0.3251423767127888,6,2,1.3835326966059986,1.01,1,0,0.2542724510071135
946,0.5234442929345557,4,0,1.0117136356554943,-18.699759051858948,54,0,12.61868186060997
947,0.6695890599699368,6,0,1.374262987754681,-9.501252005520396,32,0,8.457945163851035
948,-0.32286133879477075,5,2,1.208055152382274,1.1976078075579273,2,0,0.43445317142712303
949,-0.2645312096733967,6,0,1.4139912902190785,1.6242317116466327,4,0,0.8948049094643171
950,1.5187468686471584,2,0,0.459736998368021,1.7254916616381317,6,0,1.3758774957772788
951,1.2639869609186467,2,0,0.4956166398369962,-20.155965586733146,60,0,13.86922076921215
952,-13.878527949101603,30,6,6.772897647845501,-3.570071420468296,14,0,3.4844361931034475
953,1.3919041652941941,3,0,0.7029993744330586,0.7446835236845007,5,2,1.297066758857218
954,0.00018171289851243166,7,0,1.711271734240765,-13.57509613363887,44,0,9.983178338366631
955,1.3028100425667255,3,0,0.7714825319282106,-44.33936525324696,121,0,32.53247331532577
956,0.27058618678528246,3,0,0.7732954237330157,0.51,1,1,0.25002879887482893
957,1.384479652192027,6,0,1.4584883048208674,1.7192374341416135,3,0,0.6765354743687101
958,0.8697001988598526,1,0,0.23648959711142908,1.5508002617400365,2,0,0.4955807522268592
959,0.37523618085830757,7,1,1.519365734939138,0.2759579214998314,2,2,0.5357687828577273
960,-5.854640728212563,15,3,3.650866928470297,0.5044456208013999,1,1,0.21864166632918958
961,1.31,1,0,0.23272371406363368,1.2134750999276003,2,0,0.4215962275661415
962,0.5440636473190597,5,0,1.2426294492981285,-193.86883587787156,500,0,113.78404853805306
963,-2.2276862440768825,14,0,3.237246493749691,1.0358925122591263,3,0,0.6995816172818501
964,-0.2046657310639315,7,0,1.7577416180208825,-204.9897598517512,500,24,116.41741568303833
965,0.7547482286950079,2,1,0.5245373424417838,1.553980049937344,2,0,0.5175380902621682
966,0.22857681681415076,6,1,1.4457207173367008,-1.568004284629058,8,1,1.8658382324834224
967,1.4851614329572638,4,0,0.868061181776484,0.7257711730638279,2,1,0.46808688651201
968,1.238030575396078,2,0,0.4937489903674628,-28.412057666928135,35,32,7.172512154101781
969,0.05665793894310456,6,0,1.4990182159807457,-321.3025198947244,500,249,118.81457874504167
970,-3.383762477961935,8,4,1.8466926053114026,0.5528040668033507,4,2,1.00497461780175
971,-2.4641807621754053,9,3,2.0474220021298333,-3.4168792535880206,7,4,1.7700639677151284
972,1.4934730597893036,3,0,0.7599478245253624,-0.5156018591336111,4,2,0.967241443155065
973,-1.672152973574976,13,0,3.3131367880667746,-198.3226724586214,500,0,104.4938248964466
974,1.6150310795992864,4,0,0.850729756355112,-35.85059412284432,100,0,25.183561117364672
975,-5.266476217552015,23,0,5.872067470643658,-15.284597736043322,50,0,12.297120813560834
976,1.5269222091386687,3,0,0.7473471387288411,1.7788893361154754,3,0,0.7384779385618419
977,0.10608669763669554,6,1,1.3098560728671973,-78.72950120429341,131,64,31.503386199744245
978,-4.9582896600970185,20,0,4.823002358948418,1.2359025052460342,2,0,0.48900462141696516
979,1.4762324056338068,3,0,0.722461308577893,-57.853514815357116,94,45,24.086684708363972
980,0.24676902616171947,8,0,1.9117098710311167,1.7563451215876302,3,0,0.6626914428171433
981,1.980282070376165,4,0,0.9751232212667749,1.0049742469353302,5,0,1.0962113010693
